,iso3,long,lat,SSP1,SSP3,SSP5
4564,PAK22565.0,27.5,65.5,177.84,-34.03,-1.3
4565,PAK22566.0,27.5,66.5,139.14,-80.37,-42.34
4566,PAK22567.0,27.5,67.5,12.74,-22.34,-6.23
4567,PAK22568.0,27.5,68.5,1.96,-9.16,-10.2
4568,PAK22924.0,26.5,64.5,2.98,-1.35,-0.75
4569,PAK22925.0,26.5,65.5,30.22,-30.11,-22.26
4570,PAK22926.0,26.5,66.5,-100.0,-100.0,26.75
4571,PAK22927.0,26.5,67.5,-100.0,-100.0,204.54
4572,PAK22928.0,26.5,68.5,-99.82,-91.59,-14.36
4573,PAK23282.0,25.5,62.5,-100.0,-75.8,-28.28
4574,PAK23283.0,25.5,63.5,-100.0,-99.84,-45.1
4575,PAK23285.0,25.5,65.5,-91.35,-88.85,-16.26
4576,PAK23286.0,25.5,66.5,-71.16,-98.37,-72.77
4577,PAK23287.0,25.5,67.5,-77.8,-98.93,-77.86
4578,PAK23288.0,25.5,68.5,-70.07,-96.85,-70.17
4579,PAK23289.0,25.5,69.5,-61.13,-98.71,-60.78
4580,PAK23647.0,24.5,67.5,0.0,0.0,0.0
4581,IND19697.0,35.5,77.5,-63.16,-84.28,-41.21
4582,IND19698.0,35.5,78.5,-21.5,155.67,79.77
4583,IND20053.0,34.5,73.5,-91.24,-96.06,-49.89
4584,IND20054.0,34.5,74.5,-93.93,-100.0,-91.01
4585,IND20055.0,34.5,75.5,-50.37,-99.68,-50.9
4586,IND20056.0,34.5,76.5,0.0,0.0,0.0
4587,IND20057.0,34.5,77.5,-94.0,-95.33,-93.57
4588,IND20058.0,34.5,78.5,-97.96,-98.16,3652509352145185.5
4589,IND20413.0,33.5,73.5,-99.03,-99.08,-70.66
4590,IND20414.0,33.5,74.5,-99.97,-100.0,-76.52
4591,IND20415.0,33.5,75.5,-100.0,-100.0,778.68
4592,IND20416.0,33.5,76.5,-95.98,-97.27,-57.62
4593,IND20417.0,33.5,77.5,-50.0,-99.33,-50.0
4594,IND20418.0,33.5,78.5,0.0,0.0,0.0
4595,IND20419.0,33.5,79.5,-69.94,-64.32,-68.59
4596,IND20774.0,32.5,74.5,-17.84,-17.9,-17.76
4597,IND20775.0,32.5,75.5,1.43,-54.63,-1.04
4598,IND20776.0,32.5,76.5,116.66,-65.91,30.1
4599,IND20777.0,32.5,77.5,-5.66,-15.82,-11.93
4600,IND20778.0,32.5,78.5,-1.3,-5.95,-2.88
4601,IND20779.0,32.5,79.5,0.0,-96.87,-12.11
4602,IND21134.0,31.5,74.5,-0.0,-96.32,-15.25
4603,IND21135.0,31.5,75.5,-0.1,-97.9,-45.93
4604,IND21136.0,31.5,76.5,-0.54,-99.26,-76.79
4605,IND21137.0,31.5,77.5,-2.55,-99.79,-93.57
4606,IND21138.0,31.5,78.5,-43.68,-99.21,-74.59
4607,IND21139.0,31.5,79.5,-65.7,-99.62,-85.14
4608,IND21493.0,30.5,73.5,-26.53,-98.78,-46.19
4609,IND21494.0,30.5,74.5,-10.44,-99.24,-72.33
4610,IND21495.0,30.5,75.5,7.14,-99.22,-60.98
4611,IND21496.0,30.5,76.5,54.94,-99.61,-85.33
4612,IND21497.0,30.5,77.5,2.84,-98.83,-47.05
4613,IND21498.0,30.5,78.5,-9.86,-98.02,-63.85
4614,IND21499.0,30.5,79.5,-27.31,-93.23,-61.54
