,fid,iso3,1850,1900,1910,1945,1980,2015,SSP1,SSP3,SSP5,long,lat
4028,17159.0,TKM17159.0,50.0,0.63,1.6,74.82,71.46,53.14,21.45,66.91,59.75,42.5,59.5
4029,17160.0,TKM17160.0,50.0,4.82,12.13,84.58,80.95,59.68,40.54,77.61,67.23,42.5,60.5
4030,17518.0,TKM17518.0,50.0,7.9,10.85,79.79,74.24,59.44,35.33,82.13,69.81,41.5,58.5
4031,17519.0,TKM17519.0,50.0,3.18,4.32,36.09,33.67,13.04,5.54,33.28,18.56,41.5,59.5
4032,17520.0,TKM17520.0,0.0,7.9,10.29,48.74,47.48,43.1,37.08,45.98,42.1,41.5,60.5
4033,17521.0,TKM17521.0,8.45,34.35,34.61,66.64,62.66,44.55,38.34,55.45,47.34,41.5,61.5
4034,17881.0,TKM17881.0,0.0,2.86,8.66,75.13,74.01,72.99,55.22,78.45,74.47,40.5,61.5
4035,17882.0,TKM17882.0,0.0,5.09,6.61,54.23,49.33,41.62,21.24,60.27,46.73,40.5,62.5
4036,18235.0,TKM18235.0,50.0,0.0,0.0,0.02,0.02,3.24,2.07,2.71,0.71,39.5,55.5
4037,18236.0,TKM18236.0,50.0,0.0,0.0,0.0,0.14,0.61,0.0,0.0,0.0,39.5,56.5
4038,18242.0,TKM18242.0,95.9,99.11,98.86,98.31,97.84,98.23,99.56,99.23,98.43,39.5,62.5
4039,18243.0,TKM18243.0,99.56,99.66,99.67,99.67,99.59,99.66,99.64,99.7,99.79,39.5,63.5
4040,18244.0,TKM18244.0,99.61,99.38,99.16,98.8,98.99,98.65,98.96,98.94,99.25,39.5,64.5
4041,18598.0,TKM18598.0,63.99,96.28,96.27,96.27,96.14,96.32,97.01,97.04,97.26,38.5,58.5
4042,18599.0,TKM18599.0,70.08,95.25,94.87,93.48,92.33,93.26,94.11,93.96,93.93,38.5,59.5
4043,18600.0,TKM18600.0,50.0,42.34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,38.5,60.5
4044,18601.0,TKM18601.0,71.94,85.66,87.19,89.39,97.57,98.79,100.0,99.92,97.21,38.5,61.5
4045,18602.0,TKM18602.0,87.15,92.68,93.01,94.36,98.35,99.52,100.0,99.98,99.11,38.5,62.5
4046,18603.0,TKM18603.0,58.55,79.15,89.94,94.71,96.25,98.63,100.0,99.81,98.53,38.5,63.5
4047,18604.0,TKM18604.0,0.0,88.38,85.27,82.85,79.42,86.02,100.0,99.67,92.79,38.5,64.5
4048,18605.0,TKM18605.0,82.95,96.45,96.73,97.19,97.79,99.28,99.99,99.86,99.36,38.5,65.5
4049,18606.0,TKM18606.0,96.67,99.29,99.94,99.85,99.8,99.92,99.97,99.97,99.94,38.5,66.5
4050,18961.0,TKM18961.0,49.05,51.97,67.79,97.26,99.97,99.96,99.93,99.88,99.97,37.5,61.5
4051,18962.0,TKM18962.0,43.69,75.97,78.9,87.53,83.22,84.69,93.29,93.26,89.08,37.5,62.5
4052,18963.0,TKM18963.0,83.61,92.85,94.17,95.26,95.36,95.73,95.75,95.62,95.69,37.5,63.5
4053,19322.0,TKM19322.0,63.24,75.77,78.63,98.75,99.13,99.19,99.86,99.84,99.59,36.5,62.5
4054,17481.0,GRC17481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,21.5
