,name,iso3,1850,1900,1910,1945,1980,2015,SSP1,SSP3,SSP5
60,Greece,GRC,53.93851063829786,47.70425531914894,45.996808510638296,43.977872340425535,51.414893617021285,60.41936170212766,62.772765957446815,58.75170212765957,57.781276595744664
61,Guatemala,GTM,92.54666666666667,91.13333333333333,90.93333333333334,83.99333333333333,76.62333333333333,63.666666666666664,80.20666666666666,57.046666666666674,72.45333333333333
62,Guinea,GIN,9.59625,19.290833333333335,20.425,25.081249999999997,11.98208333333333,4.8012500000000005,4.99125,3.0870833333333336,3.917916666666667
63,Guinea-Bissau,GNB,0.0,40.007999999999996,40.006,58.15,37.26,23.656,25.842000000000002,7.37,11.692
64,Guyana,GUY,28.571428571428573,28.571428571428573,35.71357142857143,35.11214285714286,61.42714285714285,61.31928571428572,61.30714285714286,90.34357142857144,60.82
65,Haiti,HTI,96.494,94.406,93.44,41.088,6.739999999999999,3.9219999999999997,9.986,4.843999999999999,4.396
66,Honduras,HND,92.64874999999999,90.93875,90.11999999999999,79.715,64.17625000000001,56.345000000000006,71.225,52.315000000000005,56.48875000000001
67,Hungary,HUN,53.13941176470588,33.569411764705876,30.929999999999996,32.510588235294115,36.08176470588235,41.46823529411764,51.082352941176474,52.90117647058823,32.74470588235294
68,India,IND,41.91253561253561,40.899715099715074,40.65934472934472,40.225840455840455,34.13344729344728,32.899715099715074,33.46435897435898,3.014245014245011,20.68612535612534
69,Indonesia,IDN,71.23669966996702,84.33871287128711,82.9024422442244,76.99009900990099,74.34778877887781,66.91514851485145,71.68841584158409,63.82788778877889,69.043795379538
70,Iran (Islamic Republic of),IRN,33.4748322147651,29.58127516778524,28.35859060402684,23.550402684563757,16.165637583892618,9.524697986577182,2.093758389261744,1.643691275167785,4.26208053691275
71,Iraq,IRQ,35.321000000000005,29.447250000000007,27.265000000000004,17.013749999999998,8.586500000000001,6.370750000000001,2.8252499999999987,2.68225,4.773499999999999
72,Ireland,IRL,7.536842105263157,7.484736842105262,7.344736842105264,7.286842105263157,6.535263157894736,13.78473684210526,16.034736842105264,14.064210526315794,9.493684210526315
73,Isle of Man,IMN,12.05,15.04,15.02,15.02,15.06,12.03,11.53,11.11,10.88
74,Israel,ISR,16.608333333333334,39.333333333333336,39.41,32.93666666666667,29.965,28.679999999999996,4.16,4.454999999999999,17.011666666666667
75,Italy,ITA,40.43723076923076,35.58923076923076,33.38984615384615,32.66753846153846,40.319538461538464,48.97030769230769,55.71292307692308,49.849384615384615,41.86415384615386
76,Jamaica,JAM,99.3375,98.9225,98.9225,94.6325,54.587500000000006,43.2125,66.4975,45.1325,43.19499999999999
77,Japan,JPN,62.631604938271614,62.050123456790104,62.123086419753086,58.350370370370364,71.83864197530866,80.3758024691358,78.48024691358025,81.03407407407406,75.48641975308642
78,Jordan,JOR,28.098000000000003,37.534000000000006,34.477999999999994,24.452,21.034,20.416,1.322,1.326,15.032000000000002
79,Kazakhstan,KAZ,35.976793478260845,36.81673913043478,36.00907608695652,33.27679347826089,14.485652173913044,9.581086956521743,10.94728260869565,7.29054347826087,9.477065217391305
80,Kenya,KEN,19.52625,22.662678571428565,22.073928571428574,25.735714285714288,22.826428571428572,21.81178571428572,20.800535714285722,13.72571428571428,15.952321428571432
81,"Korea, Democratic People's Republic of",PRK,68.80857142857143,71.16000000000001,71.62857142857142,66.25642857142857,66.87714285714284,68.31499999999998,70.86071428571428,65.63857142857142,66.84214285714287
82,"Korea, Republic of",KOR,67.186,70.73533333333333,71.01800000000001,66.18866666666666,75.42666666666668,76.32533333333335,77.82133333333334,75.02866666666665,75.66466666666665
83,Kuwait,KWT,8.19,1.84,0.67,0.0,0.0,0.0,0.0,0.0,0.0
84,Kyrgyzstan,KGZ,15.87,16.67391304347826,18.83695652173913,15.888260869565215,1.5365217391304347,1.344782608695652,1.9004347826086956,1.4900000000000002,1.3817391304347826
85,Lao People's Democratic Republic,LAO,25.061428571428575,47.25485714285714,57.274,60.69000000000002,70.27914285714286,59.612285714285726,60.617714285714285,59.252285714285726,62.62685714285713
86,Latvia,LVA,94.56076923076922,81.21692307692307,75.10692307692308,71.36,75.87153846153845,85.8546153846154,85.78384615384614,85.6123076923077,82.26461538461538
87,Lebanon,LBN,30.866666666666664,16.29,13.19,3.166666666666666,1.3633333333333333,1.1966666666666668,1.2166666666666666,1.0366666666666666,1.1966666666666665
88,Lesotho,LSO,9.78111111111111,9.943333333333333,4.006666666666667,1.9233333333333331,2.385555555555556,2.422222222222222,2.2800000000000002,2.4755555555555553,2.235555555555555
89,Liberia,LBR,71.478125,76.921875,89.05499999999999,92.381875,72.50375,61.290000000000006,59.919375,41.19312500000001,47.20374999999999
90,Libyan Arab Jamahiriya,LBY,42.439,37.266,33.602500000000006,45.939499999999995,44.082499999999996,44.795,1.47,4.1825,30.457
91,Lithuania,LTU,62.27666666666667,37.57277777777777,31.435000000000002,29.00944444444444,31.447222222222226,47.935555555555545,53.17388888888888,52.95666666666667,42.534444444444446
92,Madagascar,MDG,23.524545454545454,41.177727272727275,40.18787878787879,47.87136363636365,44.07969696969698,32.72090909090908,25.94045454545454,3.808636363636363,14.865606060606053
93,Malawi,MWI,27.855,36.730000000000004,37.003,38.67700000000001,31.419999999999998,26.136000000000003,26.206,5.218,18.137999999999998
94,Malaysia,MYS,27.836078431372545,34.32078431372549,38.14764705882353,59.57725490196078,84.05529411764705,83.61294117647057,87.29098039215685,81.81156862745097,80.04960784313725
95,Mali,MLI,14.285490196078428,13.90901960784314,14.747254901960781,6.7505882352941144,10.844509803921564,10.545098039215683,10.519607843137253,4.633725490196079,6.0629411764705905
96,Malta,MLT,18.77,17.21,16.81,16.45,18.58,35.22,40.82,31.52,32.47
97,Mauritania,MRT,25.994666666666667,22.801333333333332,21.86866666666667,27.266000000000002,17.399666666666665,12.900333333333332,14.846333333333332,3.559666666666666,7.269
98,Mexico,MEX,44.30552511415525,53.20182648401828,52.666940639269406,48.05789954337899,36.0037899543379,32.12365296803653,37.675479452054795,32.01780821917807,32.87511415525111
99,Mongolia,MNG,0.00011363636363636364,0.6884090909090909,0.6773863636363636,0.34159090909090906,0.00125,0.0,0.00125,0.0,0.4769318181818182
100,Montenegro,MNE,52.2475,30.622500000000002,31.32,34.07,41.66,60.33500000000001,76.34,75.285,52.364999999999995
101,Morocco,MAR,18.861071428571424,11.352857142857141,9.108571428571429,8.70892857142857,10.946428571428571,11.006428571428573,9.407499999999999,9.845714285714283,10.874285714285715
102,Mozambique,MOZ,25.15927835051547,28.968144329896916,31.65288659793814,36.60855670103093,39.27824742268042,36.59824742268041,42.712783505154654,12.829896907216495,31.31515463917525
103,Namibia,NAM,0.0,3.3333333333333335,3.3333333333333335,1.0456666666666667,0.6273333333333333,1.0913333333333335,1.11,2.730000000000001,5.962666666666666
104,Nepal,NPL,54.129999999999995,42.89333333333334,39.379999999999995,11.113333333333332,2.2466666666666666,2.2399999999999998,2.4133333333333336,2.1833333333333336,2.2766666666666664
105,Netherlands,NLD,15.540000000000001,14.565000000000001,14.065,13.669999999999998,11.677499999999998,12.192499999999999,14.33,12.6475,11.959999999999999
106,New Zealand,NZL,0.0,0.0,0.0,1.4522857142857142,5.733428571428573,9.965142857142856,10.592571428571427,10.59457142857143,10.838857142857142
107,Nicaragua,NIC,59.74875,72.646875,72.328125,82.639375,61.339999999999996,54.3925,67.954375,53.0575,54.4925
108,Niger,NER,13.856666666666664,12.405416666666666,11.315416666666666,17.00708333333333,34.96583333333333,34.80666666666666,35.95291666666667,9.014583333333333,20.695416666666667
109,Nigeria,NGA,35.055243902439024,35.7639024390244,36.06378048780488,28.83878048780487,16.171463414634143,10.671707317073167,11.27646341463415,4.847560975609756,5.010243902439025
110,Norway,NOR,57.03349999999999,46.258500000000005,40.687,39.57899999999999,55.9695,62.59250000000001,69.236,62.9575,60.643499999999996
111,Oman,OMN,60.32000000000001,73.9223076923077,73.92,78.31384615384616,43.440000000000005,25.181538461538462,8.956923076923076,1.3761538461538463,17.584615384615386
112,Pakistan,PAK,28.19102040816327,31.9330612244898,30.736734693877548,34.84591836734695,31.271224489795916,31.560612244897964,28.531020408163254,17.105306122448983,22.056530612244902
113,Panama,PAN,63.62166666666666,62.22416666666666,61.66833333333333,81.42583333333334,56.551666666666655,47.8175,66.37166666666666,51.68083333333333,49.349999999999994
114,Papua New Guinea,PNG,65.88477611940299,81.65776119402985,86.83238805970147,92.0814925373134,91.66820895522389,92.60089552238806,93.46089552238803,92.72791044776119,92.65358208955224
115,Paraguay,PRY,25.097272727272728,29.636363636363637,28.84,28.935454545454544,21.965,20.25181818181818,20.791818181818183,24.545909090909095,24.593181818181822
116,Peru,PER,6.172839506172839,23.456296296296298,39.41283950617284,72.40148148148148,58.503950617283955,50.08604938271605,55.897037037037045,40.366419753086426,45.46666666666667
117,Philippines,PHL,13.109714285714286,37.32971428571428,40.36285714285715,54.408571428571435,73.49385714285712,73.02199999999999,73.01085714285713,70.35399999999998,70.8095714285714
118,Poland,POL,40.823157894736845,30.766052631578944,28.85157894736842,27.79657894736842,26.07342105263158,32.10368421052632,37.18236842105264,43.07,30.03131578947369
119,Portugal,PRT,25.88235294117648,20.06058823529412,17.035294117647055,16.368235294117646,26.033529411764704,40.91882352941177,52.58882352941176,38.955882352941174,37.88352941176471
120,Puerto Rico,PRI,80.32333333333334,77.33999999999999,75.49333333333334,66.67999999999999,36.096666666666664,22.956666666666667,29.97,22.123333333333335,22.293333333333333
121,Republic of Moldova,MDA,61.17999999999999,51.65749999999999,44.795,38.425000000000004,27.9825,33.144999999999996,39.8475,38.195,32.385000000000005
122,Romania,ROU,38.105365853658526,22.901707317073168,20.45926829268292,20.361707317073172,21.312439024390244,33.15317073170732,41.25609756097562,40.72048780487806,31.039999999999996
123,Russia,RUS,42.637539325842646,44.617348314606744,40.638438202247144,42.46874157303371,47.870382022471915,47.834112359550595,50.690820224719126,51.14229213483147,47.67367415730333
124,Rwanda,RWA,7.665,5.805,5.605,4.705,4.515000000000001,4.0,3.63,2.815,3.5349999999999997
125,Saudi Arabia,SAU,48.21206896551725,51.552241379310345,51.36103448275862,64.91172413793103,60.27034482758621,47.94965517241379,19.031724137931036,6.936379310344828,25.1701724137931
126,Senegal,SEN,4.8625,4.42,4.295,4.04125,4.6850000000000005,6.3425,6.355,7.0425,7.0512500000000005
127,Serbia,SRB,39.355000000000004,13.59,9.53,11.935,17.31,37.724999999999994,43.605000000000004,43.129999999999995,35.09
128,Sierra Leone,SLE,73.10249999999999,72.9625,72.935,73.065,67.4475,37.957499999999996,40.8725,18.997500000000002,24.1
129,Slovakia,SVK,65.75,34.93333333333334,31.448333333333334,31.845,38.34833333333333,45.491666666666674,73.04833333333333,72.065,44.303333333333335
130,Solomon Islands,SLB,0.0,100.0,100.0,100.0,100.0,99.54,100.0,99.49,99.49
131,Somalia,SOM,25.758709677419358,21.684838709677418,20.07161290322581,3.714838709677419,10.008064516129036,15.9941935483871,16.057741935483868,4.428387096774193,12.452903225806452
132,South Africa,ZAF,26.648632478632475,45.98692307692306,44.1165811965812,14.424957264957262,7.53059829059829,7.648717948717947,8.025299145299147,3.9328205128205123,6.987264957264957
133,Spain,ESP,34.41499999999999,26.160166666666665,24.00383333333333,22.47116666666667,34.59666666666667,48.538500000000006,53.76083333333334,47.502666666666656,45.454166666666666
134,Sri Lanka,LKA,76.001,74.575,73.021,71.257,48.76,45.694,52.464999999999996,35.33200000000001,38.309000000000005
135,Sudan,SDN,22.992894736842096,25.264035087719307,25.10763157894737,28.116315789473674,29.893947368421056,21.857807017543855,17.27394736842105,7.9962280701754365,14.025701754385963
136,Suriname,SUR,0.0,0.0,16.666666666666668,33.333333333333336,66.66666666666667,66.59833333333334,66.58333333333333,83.06333333333333,66.48666666666666
137,Swaziland,SWZ,1.235,17.494999999999997,13.0175,4.157500000000001,4.919999999999999,4.5625,4.4025,4.182499999999999,4.5600000000000005
138,Sweden,SWE,32.4435294117647,20.64794117647059,17.199411764705886,16.097647058823526,32.04617647058823,40.825588235294106,42.10205882352941,37.9935294117647,35.002941176470586
139,Syrian Arab Republic,SYR,14.62133333333333,8.584666666666667,8.449333333333334,6.520666666666667,5.424666666666667,4.4799999999999995,4.565333333333333,3.5093333333333336,4.086666666666667
140,Taiwan,TWN,65.83285714285715,66.56857142857143,63.917142857142856,61.28142857142858,23.330000000000002,11.672857142857142,24.40857142857143,25.43857142857143,15.468571428571428
141,Tajikistan,TJK,0.726,0.652,0.608,0.7500000000000001,0.9640000000000001,0.9640000000000001,0.8160000000000001,0.818,0.908
142,Thailand,THA,48.31413793103449,42.00724137931034,46.75689655172414,45.73724137931034,46.8,32.34620689655172,30.306206896551725,29.30620689655173,28.440689655172413
143,The former Yugoslav Republic of Macedonia,MKD,56.309999999999995,28.09,22.31,26.765,38.355,56.894999999999996,65.25,64.67999999999999,54.425
144,Timor-Leste,TLS,91.4,90.55,88.99,77.8,69.67,45.88,71.87,42.36,63.99
145,Trinidad and Tobago,TTO,33.333333333333336,33.32333333333333,33.32333333333333,64.33666666666666,97.11666666666667,96.42666666666666,95.80666666666667,95.91666666666667,95.91666666666667
146,Tunisia,TUN,14.74888888888889,12.755555555555555,11.516666666666667,10.126666666666667,4.15,3.4733333333333336,0.6922222222222223,0.8555555555555555,2.3966666666666665
147,Turkey,TUR,56.28555555555555,54.925308641975306,54.778395061728396,49.52382716049384,41.51567901234569,38.26567901234569,43.2748148148148,35.35851851851854,37.08012345679014
148,Turkmenistan,TKM,5.873333333333334,7.555185185185184,7.158518518518518,8.569259259259258,8.206666666666665,8.204814814814815,8.020000000000001,8.024444444444445,7.690000000000001
149,Uganda,UGA,39.325294117647054,40.78117647058824,45.87647058823531,40.91411764705883,36.27294117647058,31.854705882352945,30.64823529411764,20.357647058823535,20.81352941176471
150,Ukraine,UKR,68.7344827586207,54.03034482758621,47.13844827586209,42.401379310344815,31.995517241379307,37.64862068965517,43.56689655172411,43.156379310344825,36.584482758620666
151,United Arab Emirates,ARE,0.006666666666666667,0.0,0.0,33.339999999999996,66.74333333333334,38.086666666666666,24.703333333333333,2.523333333333333,30.05333333333333
152,United Kingdom,GBR,24.47576923076923,22.790961538461538,22.062307692307698,21.716923076923084,23.584423076923073,27.532307692307693,32.20961538461538,26.497692307692297,26.20153846153846
153,United Republic of Tanzania,TZA,20.386805555555554,23.011944444444445,25.673888888888886,21.509722222222223,16.354583333333334,16.36375,19.596944444444443,10.161249999999999,13.922361111111108
154,United States,USA,38.37542499999999,41.29875000000002,37.96888749999999,24.985275000000016,25.339625000000005,27.515412500000036,30.601475000000004,23.539312499999983,25.950662499999986
155,Uruguay,URY,25.209999999999997,8.938333333333333,5.259166666666666,13.404166666666667,13.215000000000002,9.294166666666667,9.147499999999999,8.576666666666666,8.955
156,Uzbekistan,UZB,1.2618181818181817,0.21454545454545454,0.28090909090909083,0.4109090909090909,0.38636363636363635,0.3854545454545455,0.38636363636363635,0.38818181818181813,0.37545454545454543
157,Venezuela,VEN,26.453000000000003,40.5574,48.6242,41.9922,33.732600000000005,27.757999999999996,33.027,25.352199999999996,26.731400000000004
158,Viet Nam,VNM,57.34615384615384,54.541153846153854,49.87230769230769,48.46692307692308,43.784230769230774,27.650384615384613,29.98923076923077,27.63,34.59346153846154
159,Yemen,YEM,33.3825,27.15958333333334,26.583333333333332,24.02333333333333,39.22416666666666,24.860000000000003,12.42125,11.334166666666668,17.02958333333334
160,Zambia,ZMB,10.30328947368421,13.077631578947368,15.527368421052634,26.209210526315793,44.02144736842105,48.895,53.93684210526317,21.35039473684211,38.50315789473686
161,Zimbabwe,ZWE,0.9486206896551724,0.9631034482758621,0.9775862068965516,19.04241379310345,17.59241379310345,16.7048275862069,16.091034482758623,12.527241379310343,13.986206896551721
162,World,WLD,33.6563332695031,33.86491316601712,33.7298334931675,34.93898308421917,34.936379759456756,34.2224283969307,36.25954423805658,30.150230458298015,31.491018601107186
