,fid,GRIDCODE,region,country,lat,lng,iso3
4760,28336,28337,South Asia,India,11.5,76.5,IND
4761,28337,28338,South Asia,India,11.5,77.5,IND
4762,28338,28339,South Asia,India,11.5,78.5,IND
4763,28339,28340,South Asia,India,11.5,79.5,IND
4764,28695,28696,South Asia,India,10.5,75.5,IND
4765,28696,28697,South Asia,India,10.5,76.5,IND
4766,28697,28698,South Asia,India,10.5,77.5,IND
4767,28698,28699,South Asia,India,10.5,78.5,IND
4768,28699,28700,South Asia,India,10.5,79.5,IND
4769,29056,29057,South Asia,India,9.5,76.5,IND
4770,29057,29058,South Asia,India,9.5,77.5,IND
4771,29058,29059,South Asia,India,9.5,78.5,IND
4772,29059,29060,South Asia,India,9.5,79.5,IND
4773,29416,29417,South Asia,India,8.5,76.5,IND
4774,29417,29418,South Asia,India,8.5,77.5,IND
4775,29418,29419,South Asia,India,8.5,78.5,IND
4776,20015,20016,Eurasia,Lebanon,34.5,35.5,LBN
4777,20016,20017,Eurasia,Lebanon,34.5,36.5,LBN
4778,20376,20377,Eurasia,Lebanon,33.5,36.5,LBN
4779,20375,20376,Eurasia,Israel,33.5,35.5,ISR
4780,20734,20735,Eurasia,Israel,32.5,34.5,ISR
4781,20735,20736,Eurasia,Israel,32.5,35.5,ISR
4782,21095,21096,Eurasia,Israel,31.5,35.5,ISR
4783,21455,21456,Eurasia,Israel,30.5,35.5,ISR
4784,21815,21816,Eurasia,Israel,29.5,35.5,ISR
4785,20582,20583,North America,Mexico,32.5,-117.5,MEX
4786,20583,20584,North America,Mexico,32.5,-116.5,MEX
4787,20584,20585,North America,Mexico,32.5,-115.5,MEX
4788,20585,20586,North America,Mexico,32.5,-114.5,MEX
4789,20586,20587,North America,Mexico,32.5,-113.5,MEX
4790,20943,20944,North America,Mexico,31.5,-116.5,MEX
4791,20944,20945,North America,Mexico,31.5,-115.5,MEX
4792,20945,20946,North America,Mexico,31.5,-114.5,MEX
4793,20947,20948,North America,Mexico,31.5,-112.5,MEX
4794,20948,20949,North America,Mexico,31.5,-111.5,MEX
4795,20949,20950,North America,Mexico,31.5,-110.5,MEX
4796,20950,20951,North America,Mexico,31.5,-109.5,MEX
4797,20951,20952,North America,Mexico,31.5,-108.5,MEX
4798,20952,20953,North America,Mexico,31.5,-107.5,MEX
4799,20953,20954,North America,Mexico,31.5,-106.5,MEX
4800,20954,20955,North America,Mexico,31.5,-105.5,MEX
4801,21303,21304,North America,Mexico,30.5,-116.5,MEX
4802,21304,21305,North America,Mexico,30.5,-115.5,MEX
4803,21306,21307,North America,Mexico,30.5,-113.5,MEX
4804,21307,21308,North America,Mexico,30.5,-112.5,MEX
4805,21308,21309,North America,Mexico,30.5,-111.5,MEX
4806,21309,21310,North America,Mexico,30.5,-110.5,MEX
4807,21310,21311,North America,Mexico,30.5,-109.5,MEX
4808,21311,21312,North America,Mexico,30.5,-108.5,MEX
4809,21312,21313,North America,Mexico,30.5,-107.5,MEX
4810,21313,21314,North America,Mexico,30.5,-106.5,MEX
4811,21314,21315,North America,Mexico,30.5,-105.5,MEX
4812,21315,21316,North America,Mexico,30.5,-104.5,MEX
4813,21667,21668,North America,Mexico,29.5,-112.5,MEX
4814,21668,21669,North America,Mexico,29.5,-111.5,MEX
4815,21669,21670,North America,Mexico,29.5,-110.5,MEX
4816,21670,21671,North America,Mexico,29.5,-109.5,MEX
4817,21671,21672,North America,Mexico,29.5,-108.5,MEX
4818,21672,21673,North America,Mexico,29.5,-107.5,MEX
4819,21673,21674,North America,Mexico,29.5,-106.5,MEX
4820,21674,21675,North America,Mexico,29.5,-105.5,MEX
4821,21675,21676,North America,Mexico,29.5,-104.5,MEX
4822,21676,21677,North America,Mexico,29.5,-103.5,MEX
4823,21677,21678,North America,Mexico,29.5,-102.5,MEX
4824,21678,21679,North America,Mexico,29.5,-101.5,MEX
4825,21679,21680,North America,Mexico,29.5,-100.5,MEX
4826,22028,22029,North America,Mexico,28.5,-111.5,MEX
4827,22029,22030,North America,Mexico,28.5,-110.5,MEX
4828,22030,22031,North America,Mexico,28.5,-109.5,MEX
4829,22031,22032,North America,Mexico,28.5,-108.5,MEX
4830,22032,22033,North America,Mexico,28.5,-107.5,MEX
4831,22033,22034,North America,Mexico,28.5,-106.5,MEX
4832,22034,22035,North America,Mexico,28.5,-105.5,MEX
4833,22035,22036,North America,Mexico,28.5,-104.5,MEX
4834,22037,22038,North America,Mexico,28.5,-102.5,MEX
4835,22038,22039,North America,Mexico,28.5,-101.5,MEX
4836,22039,22040,North America,Mexico,28.5,-100.5,MEX
4837,22040,22041,North America,Mexico,28.5,-99.5,MEX
4838,22387,22388,North America,Mexico,27.5,-112.5,MEX
4839,22389,22390,North America,Mexico,27.5,-110.5,MEX
4840,22390,22391,North America,Mexico,27.5,-109.5,MEX
4841,22391,22392,North America,Mexico,27.5,-108.5,MEX
4842,22392,22393,North America,Mexico,27.5,-107.5,MEX
4843,22393,22394,North America,Mexico,27.5,-106.5,MEX
4844,22394,22395,North America,Mexico,27.5,-105.5,MEX
4845,22395,22396,North America,Mexico,27.5,-104.5,MEX
4846,22396,22397,North America,Mexico,27.5,-103.5,MEX
4847,22397,22398,North America,Mexico,27.5,-102.5,MEX
4848,22398,22399,North America,Mexico,27.5,-101.5,MEX
4849,22399,22400,North America,Mexico,27.5,-100.5,MEX
4850,22400,22401,North America,Mexico,27.5,-99.5,MEX
4851,22747,22748,North America,Mexico,26.5,-112.5,MEX
4852,22748,22749,North America,Mexico,26.5,-111.5,MEX
4853,22750,22751,North America,Mexico,26.5,-109.5,MEX
4854,22751,22752,North America,Mexico,26.5,-108.5,MEX
4855,22752,22753,North America,Mexico,26.5,-107.5,MEX
4856,22753,22754,North America,Mexico,26.5,-106.5,MEX
4857,22754,22755,North America,Mexico,26.5,-105.5,MEX
4858,22755,22756,North America,Mexico,26.5,-104.5,MEX
4859,22756,22757,North America,Mexico,26.5,-103.5,MEX
4860,22757,22758,North America,Mexico,26.5,-102.5,MEX
4861,22758,22759,North America,Mexico,26.5,-101.5,MEX
4862,22759,22760,North America,Mexico,26.5,-100.5,MEX
4863,22760,22761,North America,Mexico,26.5,-99.5,MEX
4864,22761,22762,North America,Mexico,26.5,-98.5,MEX
4865,22762,22763,North America,Mexico,26.5,-97.5,MEX
4866,23107,23108,North America,Mexico,25.5,-112.5,MEX
4867,23108,23109,North America,Mexico,25.5,-111.5,MEX
4868,23110,23111,North America,Mexico,25.5,-109.5,MEX
4869,23111,23112,North America,Mexico,25.5,-108.5,MEX
4870,23112,23113,North America,Mexico,25.5,-107.5,MEX
4871,23113,23114,North America,Mexico,25.5,-106.5,MEX
4872,23114,23115,North America,Mexico,25.5,-105.5,MEX
4873,23115,23116,North America,Mexico,25.5,-104.5,MEX
4874,23116,23117,North America,Mexico,25.5,-103.5,MEX
4875,23117,23118,North America,Mexico,25.5,-102.5,MEX
4876,23118,23119,North America,Mexico,25.5,-101.5,MEX
4877,23119,23120,North America,Mexico,25.5,-100.5,MEX
4878,23120,23121,North America,Mexico,25.5,-99.5,MEX
4879,23121,23122,North America,Mexico,25.5,-98.5,MEX
4880,23122,23123,North America,Mexico,25.5,-97.5,MEX
4881,23468,23469,North America,Mexico,24.5,-111.5,MEX
4882,23469,23470,North America,Mexico,24.5,-110.5,MEX
4883,23470,23471,North America,Mexico,24.5,-109.5,MEX
4884,23472,23473,North America,Mexico,24.5,-107.5,MEX
4885,23473,23474,North America,Mexico,24.5,-106.5,MEX
4886,23474,23475,North America,Mexico,24.5,-105.5,MEX
4887,23475,23476,North America,Mexico,24.5,-104.5,MEX
4888,23476,23477,North America,Mexico,24.5,-103.5,MEX
4889,23477,23478,North America,Mexico,24.5,-102.5,MEX
4890,23478,23479,North America,Mexico,24.5,-101.5,MEX
4891,23479,23480,North America,Mexico,24.5,-100.5,MEX
4892,23480,23481,North America,Mexico,24.5,-99.5,MEX
4893,23481,23482,North America,Mexico,24.5,-98.5,MEX
4894,23482,23483,North America,Mexico,24.5,-97.5,MEX
4895,23829,23830,North America,Mexico,23.5,-110.5,MEX
4896,23830,23831,North America,Mexico,23.5,-109.5,MEX
4897,23833,23834,North America,Mexico,23.5,-106.5,MEX
4898,23834,23835,North America,Mexico,23.5,-105.5,MEX
4899,23835,23836,North America,Mexico,23.5,-104.5,MEX
4900,23836,23837,North America,Mexico,23.5,-103.5,MEX
4901,23837,23838,North America,Mexico,23.5,-102.5,MEX
4902,23838,23839,North America,Mexico,23.5,-101.5,MEX
4903,23839,23840,North America,Mexico,23.5,-100.5,MEX
4904,23840,23841,North America,Mexico,23.5,-99.5,MEX
4905,23841,23842,North America,Mexico,23.5,-98.5,MEX
4906,23842,23843,North America,Mexico,23.5,-97.5,MEX
4907,24193,24194,North America,Mexico,22.5,-106.5,MEX
4908,24194,24195,North America,Mexico,22.5,-105.5,MEX
4909,24195,24196,North America,Mexico,22.5,-104.5,MEX
4910,24196,24197,North America,Mexico,22.5,-103.5,MEX
4911,24197,24198,North America,Mexico,22.5,-102.5,MEX
4912,24198,24199,North America,Mexico,22.5,-101.5,MEX
4913,24199,24200,North America,Mexico,22.5,-100.5,MEX
4914,24200,24201,North America,Mexico,22.5,-99.5,MEX
4915,24201,24202,North America,Mexico,22.5,-98.5,MEX
4916,24202,24203,North America,Mexico,22.5,-97.5,MEX
4917,24554,24555,North America,Mexico,21.5,-105.5,MEX
4918,24555,24556,North America,Mexico,21.5,-104.5,MEX
4919,24556,24557,North America,Mexico,21.5,-103.5,MEX
4920,24557,24558,North America,Mexico,21.5,-102.5,MEX
4921,24558,24559,North America,Mexico,21.5,-101.5,MEX
4922,24559,24560,North America,Mexico,21.5,-100.5,MEX
4923,24560,24561,North America,Mexico,21.5,-99.5,MEX
4924,24561,24562,North America,Mexico,21.5,-98.5,MEX
4925,24562,24563,North America,Mexico,21.5,-97.5,MEX
4926,24570,24571,North America,Mexico,21.5,-89.5,MEX
4927,24571,24572,North America,Mexico,21.5,-88.5,MEX
4928,24572,24573,North America,Mexico,21.5,-87.5,MEX
4929,24573,24574,North America,Mexico,21.5,-86.5,MEX
4930,24914,24915,North America,Mexico,20.5,-105.5,MEX
4931,24915,24916,North America,Mexico,20.5,-104.5,MEX
4932,24916,24917,North America,Mexico,20.5,-103.5,MEX
4933,24917,24918,North America,Mexico,20.5,-102.5,MEX
4934,24918,24919,North America,Mexico,20.5,-101.5,MEX
4935,24919,24920,North America,Mexico,20.5,-100.5,MEX
4936,24920,24921,North America,Mexico,20.5,-99.5,MEX
4937,24921,24922,North America,Mexico,20.5,-98.5,MEX
4938,24922,24923,North America,Mexico,20.5,-97.5,MEX
4939,24923,24924,North America,Mexico,20.5,-96.5,MEX
4940,24929,24930,North America,Mexico,20.5,-90.5,MEX
4941,24930,24931,North America,Mexico,20.5,-89.5,MEX
4942,24931,24932,North America,Mexico,20.5,-88.5,MEX
4943,24932,24933,North America,Mexico,20.5,-87.5,MEX
4944,24933,24934,North America,Mexico,20.5,-86.5,MEX
4945,25274,25275,North America,Mexico,19.5,-105.5,MEX
4946,25275,25276,North America,Mexico,19.5,-104.5,MEX
4947,25276,25277,North America,Mexico,19.5,-103.5,MEX
4948,25277,25278,North America,Mexico,19.5,-102.5,MEX
4949,25278,25279,North America,Mexico,19.5,-101.5,MEX
4950,25279,25280,North America,Mexico,19.5,-100.5,MEX
4951,25280,25281,North America,Mexico,19.5,-99.5,MEX
4952,25281,25282,North America,Mexico,19.5,-98.5,MEX
4953,25282,25283,North America,Mexico,19.5,-97.5,MEX
4954,25283,25284,North America,Mexico,19.5,-96.5,MEX
4955,25288,25289,North America,Mexico,19.5,-91.5,MEX
4956,25289,25290,North America,Mexico,19.5,-90.5,MEX
4957,25290,25291,North America,Mexico,19.5,-89.5,MEX
4958,25291,25292,North America,Mexico,19.5,-88.5,MEX
4959,25292,25293,North America,Mexico,19.5,-87.5,MEX
4960,25636,25637,North America,Mexico,18.5,-103.5,MEX
4961,25637,25638,North America,Mexico,18.5,-102.5,MEX
4962,25638,25639,North America,Mexico,18.5,-101.5,MEX
4963,25639,25640,North America,Mexico,18.5,-100.5,MEX
4964,25640,25641,North America,Mexico,18.5,-99.5,MEX
4965,25641,25642,North America,Mexico,18.5,-98.5,MEX
4966,25642,25643,North America,Mexico,18.5,-97.5,MEX
4967,25643,25644,North America,Mexico,18.5,-96.5,MEX
4968,25644,25645,North America,Mexico,18.5,-95.5,MEX
4969,25645,25646,North America,Mexico,18.5,-94.5,MEX
4970,25646,25647,North America,Mexico,18.5,-93.5,MEX
4971,25647,25648,North America,Mexico,18.5,-92.5,MEX
4972,25648,25649,North America,Mexico,18.5,-91.5,MEX
4973,25649,25650,North America,Mexico,18.5,-90.5,MEX
4974,25650,25651,North America,Mexico,18.5,-89.5,MEX
4975,25651,25652,North America,Mexico,18.5,-88.5,MEX
4976,25998,25999,North America,Mexico,17.5,-101.5,MEX
4977,25999,26000,North America,Mexico,17.5,-100.5,MEX
4978,26000,26001,North America,Mexico,17.5,-99.5,MEX
4979,26001,26002,North America,Mexico,17.5,-98.5,MEX
4980,26002,26003,North America,Mexico,17.5,-97.5,MEX
4981,26003,26004,North America,Mexico,17.5,-96.5,MEX
4982,26004,26005,North America,Mexico,17.5,-95.5,MEX
4983,26005,26006,North America,Mexico,17.5,-94.5,MEX
4984,26006,26007,North America,Mexico,17.5,-93.5,MEX
4985,26007,26008,North America,Mexico,17.5,-92.5,MEX
4986,26008,26009,North America,Mexico,17.5,-91.5,MEX
4987,26009,26010,North America,Mexico,17.5,-90.5,MEX
4988,26010,26011,North America,Mexico,17.5,-89.5,MEX
4989,26011,26012,North America,Mexico,17.5,-88.5,MEX
4990,26360,26361,North America,Mexico,16.5,-99.5,MEX
4991,26361,26362,North America,Mexico,16.5,-98.5,MEX
4992,26362,26363,North America,Mexico,16.5,-97.5,MEX
4993,26363,26364,North America,Mexico,16.5,-96.5,MEX
4994,26364,26365,North America,Mexico,16.5,-95.5,MEX
4995,26365,26366,North America,Mexico,16.5,-94.5,MEX
4996,26366,26367,North America,Mexico,16.5,-93.5,MEX
4997,26367,26368,North America,Mexico,16.5,-92.5,MEX
4998,26368,26369,North America,Mexico,16.5,-91.5,MEX
4999,26369,26370,North America,Mexico,16.5,-90.5,MEX
5000,26726,26727,North America,Mexico,15.5,-93.5,MEX
5001,26727,26728,North America,Mexico,15.5,-92.5,MEX
5002,26728,26729,North America,Mexico,15.5,-91.5,MEX
5003,27087,27088,North America,Mexico,14.5,-92.5,MEX
5004,20712,20713,Africa,Libyan Arab Jamahiriya,32.5,12.5,LBY
5005,20713,20714,Africa,Libyan Arab Jamahiriya,32.5,13.5,LBY
5006,20714,20715,Africa,Libyan Arab Jamahiriya,32.5,14.5,LBY
5007,20715,20716,Africa,Libyan Arab Jamahiriya,32.5,15.5,LBY
5008,20720,20721,Africa,Libyan Arab Jamahiriya,32.5,20.5,LBY
5009,20721,20722,Africa,Libyan Arab Jamahiriya,32.5,21.5,LBY
5010,20722,20723,Africa,Libyan Arab Jamahiriya,32.5,22.5,LBY
5011,21080,21081,Africa,Libyan Arab Jamahiriya,31.5,20.5,LBY
5012,21795,21796,Africa,Libyan Arab Jamahiriya,29.5,15.5,LBY
5013,22514,22515,Africa,Libyan Arab Jamahiriya,27.5,14.5,LBY
5014,22515,22516,Africa,Libyan Arab Jamahiriya,27.5,15.5,LBY
5015,22872,22873,Africa,Libyan Arab Jamahiriya,26.5,12.5,LBY
5016,22873,22874,Africa,Libyan Arab Jamahiriya,26.5,13.5,LBY
5017,22874,22875,Africa,Libyan Arab Jamahiriya,26.5,14.5,LBY
5018,22875,22876,Africa,Libyan Arab Jamahiriya,26.5,15.5,LBY
5019,23232,23233,Africa,Libyan Arab Jamahiriya,25.5,12.5,LBY
5020,23603,23604,Africa,Libyan Arab Jamahiriya,24.5,23.5,LBY
5021,20736,20737,Eurasia,Jordan,32.5,36.5,JOR
5022,21096,21097,Eurasia,Jordan,31.5,36.5,JOR
5023,21097,21098,Eurasia,Jordan,31.5,37.5,JOR
5024,21458,21459,Eurasia,Jordan,30.5,38.5,JOR
5025,21816,21817,Eurasia,Jordan,29.5,36.5,JOR
5026,21089,21090,Africa,Egypt,31.5,29.5,EGY
5027,21090,21091,Africa,Egypt,31.5,30.5,EGY
5028,21091,21092,Africa,Egypt,31.5,31.5,EGY
5029,21092,21093,Africa,Egypt,31.5,32.5,EGY
5030,21094,21095,Africa,Egypt,31.5,34.5,EGY
5031,21449,21450,Africa,Egypt,30.5,29.5,EGY
5032,21450,21451,Africa,Egypt,30.5,30.5,EGY
5033,21451,21452,Africa,Egypt,30.5,31.5,EGY
5034,21452,21453,Africa,Egypt,30.5,32.5,EGY
5035,21810,21811,Africa,Egypt,29.5,30.5,EGY
5036,21811,21812,Africa,Egypt,29.5,31.5,EGY
5037,22168,22169,Africa,Egypt,28.5,28.5,EGY
5038,22170,22171,Africa,Egypt,28.5,30.5,EGY
5039,22171,22172,Africa,Egypt,28.5,31.5,EGY
5040,22527,22528,Africa,Egypt,27.5,27.5,EGY
5041,22528,22529,Africa,Egypt,27.5,28.5,EGY
5042,22530,22531,Africa,Egypt,27.5,30.5,EGY
5043,22531,22532,Africa,Egypt,27.5,31.5,EGY
5044,22887,22888,Africa,Egypt,26.5,27.5,EGY
5045,22891,22892,Africa,Egypt,26.5,31.5,EGY
5046,22892,22893,Africa,Egypt,26.5,32.5,EGY
5047,23248,23249,Africa,Egypt,25.5,28.5,EGY
5048,23249,23250,Africa,Egypt,25.5,29.5,EGY
5049,23250,23251,Africa,Egypt,25.5,30.5,EGY
5050,23252,23253,Africa,Egypt,25.5,32.5,EGY
5051,23610,23611,Africa,Egypt,24.5,30.5,EGY
5052,23612,23613,Africa,Egypt,24.5,32.5,EGY
5053,23613,23614,Africa,Egypt,24.5,33.5,EGY
5054,24328,24329,Africa,Egypt,22.5,28.5,EGY
5055,21818,21819,Eurasia,Saudi Arabia,29.5,38.5,SAU
5056,21819,21820,Eurasia,Saudi Arabia,29.5,39.5,SAU
5057,21820,21821,Eurasia,Saudi Arabia,29.5,40.5,SAU
5058,22176,22177,Eurasia,Saudi Arabia,28.5,36.5,SAU
5059,22177,22178,Eurasia,Saudi Arabia,28.5,37.5,SAU
5060,22181,22182,Eurasia,Saudi Arabia,28.5,41.5,SAU
5061,22182,22183,Eurasia,Saudi Arabia,28.5,42.5,SAU
5062,22538,22539,Eurasia,Saudi Arabia,27.5,38.5,SAU
5063,22541,22542,Eurasia,Saudi Arabia,27.5,41.5,SAU
5064,22542,22543,Eurasia,Saudi Arabia,27.5,42.5,SAU
5065,22543,22544,Eurasia,Saudi Arabia,27.5,43.5,SAU
5066,22544,22545,Eurasia,Saudi Arabia,27.5,44.5,SAU
5067,22548,22549,Eurasia,Saudi Arabia,27.5,48.5,SAU
5068,22549,22550,Eurasia,Saudi Arabia,27.5,49.5,SAU
5069,22896,22897,Eurasia,Saudi Arabia,26.5,36.5,SAU
5070,22897,22898,Eurasia,Saudi Arabia,26.5,37.5,SAU
5071,22898,22899,Eurasia,Saudi Arabia,26.5,38.5,SAU
5072,22902,22903,Eurasia,Saudi Arabia,26.5,42.5,SAU
5073,22903,22904,Eurasia,Saudi Arabia,26.5,43.5,SAU
5074,22904,22905,Eurasia,Saudi Arabia,26.5,44.5,SAU
5075,22908,22909,Eurasia,Saudi Arabia,26.5,48.5,SAU
5076,22909,22910,Eurasia,Saudi Arabia,26.5,49.5,SAU
5077,23258,23259,Eurasia,Saudi Arabia,25.5,38.5,SAU
5078,23263,23264,Eurasia,Saudi Arabia,25.5,43.5,SAU
5079,23264,23265,Eurasia,Saudi Arabia,25.5,44.5,SAU
5080,23265,23266,Eurasia,Saudi Arabia,25.5,45.5,SAU
5081,23266,23267,Eurasia,Saudi Arabia,25.5,46.5,SAU
5082,23269,23270,Eurasia,Saudi Arabia,25.5,49.5,SAU
5083,23619,23620,Eurasia,Saudi Arabia,24.5,39.5,SAU
5084,23624,23625,Eurasia,Saudi Arabia,24.5,44.5,SAU
5085,23625,23626,Eurasia,Saudi Arabia,24.5,45.5,SAU
5086,23626,23627,Eurasia,Saudi Arabia,24.5,46.5,SAU
5087,23627,23628,Eurasia,Saudi Arabia,24.5,47.5,SAU
5088,23628,23629,Eurasia,Saudi Arabia,24.5,48.5,SAU
5089,23979,23980,Eurasia,Saudi Arabia,23.5,39.5,SAU
5090,23980,23981,Eurasia,Saudi Arabia,23.5,40.5,SAU
5091,23986,23987,Eurasia,Saudi Arabia,23.5,46.5,SAU
5092,23987,23988,Eurasia,Saudi Arabia,23.5,47.5,SAU
5093,24346,24347,Eurasia,Saudi Arabia,22.5,46.5,SAU
5094,24700,24701,Eurasia,Saudi Arabia,21.5,40.5,SAU
5095,25060,25061,Eurasia,Saudi Arabia,20.5,40.5,SAU
5096,25061,25062,Eurasia,Saudi Arabia,20.5,41.5,SAU
5097,25062,25063,Eurasia,Saudi Arabia,20.5,42.5,SAU
5098,25064,25065,Eurasia,Saudi Arabia,20.5,44.5,SAU
5099,25065,25066,Eurasia,Saudi Arabia,20.5,45.5,SAU
5100,25421,25422,Eurasia,Saudi Arabia,19.5,41.5,SAU
5101,25422,25423,Eurasia,Saudi Arabia,19.5,42.5,SAU
5102,25424,25425,Eurasia,Saudi Arabia,19.5,44.5,SAU
5103,25425,25426,Eurasia,Saudi Arabia,19.5,45.5,SAU
5104,25781,25782,Eurasia,Saudi Arabia,18.5,41.5,SAU
5105,25782,25783,Eurasia,Saudi Arabia,18.5,42.5,SAU
5106,26142,26143,Eurasia,Saudi Arabia,17.5,42.5,SAU
5107,26143,26144,Eurasia,Saudi Arabia,17.5,43.5,SAU
5108,26144,26145,Eurasia,Saudi Arabia,17.5,44.5,SAU
5109,26502,26503,Eurasia,Saudi Arabia,16.5,42.5,SAU
5110,26503,26504,Eurasia,Saudi Arabia,16.5,43.5,SAU
5111,21861,21862,South Asia,Nepal,29.5,81.5,NPL
5112,22222,22223,South Asia,Nepal,28.5,82.5,NPL
5113,22223,22224,South Asia,Nepal,28.5,83.5,NPL
5114,22188,22189,Eurasia,Kuwait,28.5,48.5,KWT
5115,22956,22957,South Asia,Burma,26.5,96.5,MMR
5116,22957,22958,South Asia,Burma,26.5,97.5,MMR
5117,23316,23317,South Asia,Burma,25.5,96.5,MMR
5118,23675,23676,South Asia,Burma,24.5,95.5,MMR
5119,23676,23677,South Asia,Burma,24.5,96.5,MMR
5120,24035,24036,South Asia,Burma,23.5,95.5,MMR
5121,24036,24037,South Asia,Burma,23.5,96.5,MMR
5122,24394,24395,South Asia,Burma,22.5,94.5,MMR
5123,24395,24396,South Asia,Burma,22.5,95.5,MMR
5124,24396,24397,South Asia,Burma,22.5,96.5,MMR
5125,24397,24398,South Asia,Burma,22.5,97.5,MMR
5126,24398,24399,South Asia,Burma,22.5,98.5,MMR
5127,24753,24754,South Asia,Burma,21.5,93.5,MMR
5128,24754,24755,South Asia,Burma,21.5,94.5,MMR
5129,24755,24756,South Asia,Burma,21.5,95.5,MMR
5130,24756,24757,South Asia,Burma,21.5,96.5,MMR
5131,24757,24758,South Asia,Burma,21.5,97.5,MMR
5132,24758,24759,South Asia,Burma,21.5,98.5,MMR
5133,25113,25114,South Asia,Burma,20.5,93.5,MMR
5134,25114,25115,South Asia,Burma,20.5,94.5,MMR
5135,25115,25116,South Asia,Burma,20.5,95.5,MMR
5136,25116,25117,South Asia,Burma,20.5,96.5,MMR
5137,25117,25118,South Asia,Burma,20.5,97.5,MMR
5138,25118,25119,South Asia,Burma,20.5,98.5,MMR
5139,25119,25120,South Asia,Burma,20.5,99.5,MMR
5140,25120,25121,South Asia,Burma,20.5,100.5,MMR
5141,25473,25474,South Asia,Burma,19.5,93.5,MMR
5142,25474,25475,South Asia,Burma,19.5,94.5,MMR
5143,25475,25476,South Asia,Burma,19.5,95.5,MMR
5144,25476,25477,South Asia,Burma,19.5,96.5,MMR
5145,25477,25478,South Asia,Burma,19.5,97.5,MMR
5146,25478,25479,South Asia,Burma,19.5,98.5,MMR
5147,25479,25480,South Asia,Burma,19.5,99.5,MMR
5148,25833,25834,South Asia,Burma,18.5,93.5,MMR
5149,25834,25835,South Asia,Burma,18.5,94.5,MMR
5150,25835,25836,South Asia,Burma,18.5,95.5,MMR
5151,25836,25837,South Asia,Burma,18.5,96.5,MMR
5152,25837,25838,South Asia,Burma,18.5,97.5,MMR
5153,26194,26195,South Asia,Burma,17.5,94.5,MMR
5154,26195,26196,South Asia,Burma,17.5,95.5,MMR
5155,26196,26197,South Asia,Burma,17.5,96.5,MMR
5156,26197,26198,South Asia,Burma,17.5,97.5,MMR
5157,26198,26199,South Asia,Burma,17.5,98.5,MMR
5158,26554,26555,South Asia,Burma,16.5,94.5,MMR
5159,26555,26556,South Asia,Burma,16.5,95.5,MMR
5160,26556,26557,South Asia,Burma,16.5,96.5,MMR
5161,26557,26558,South Asia,Burma,16.5,97.5,MMR
5162,26558,26559,South Asia,Burma,16.5,98.5,MMR
5163,26917,26918,South Asia,Burma,15.5,97.5,MMR
5164,26918,26919,South Asia,Burma,15.5,98.5,MMR
5165,27277,27278,South Asia,Burma,14.5,97.5,MMR
5166,27278,27279,South Asia,Burma,14.5,98.5,MMR
5167,27279,27280,South Asia,Burma,14.5,99.5,MMR
5168,27638,27639,South Asia,Burma,13.5,98.5,MMR
5169,27639,27640,South Asia,Burma,13.5,99.5,MMR
5170,27998,27999,South Asia,Burma,12.5,98.5,MMR
5171,27999,28000,South Asia,Burma,12.5,99.5,MMR
5172,28358,28359,South Asia,Burma,11.5,98.5,MMR
5173,28359,28360,South Asia,Burma,11.5,99.5,MMR
5174,28718,28719,South Asia,Burma,10.5,98.5,MMR
5175,28719,28720,South Asia,Burma,10.5,99.5,MMR
5176,29078,29079,South Asia,Burma,9.5,98.5,MMR
5177,23275,23276,Eurasia,United Arab Emirates,25.5,55.5,ARE
5178,23993,23994,Eurasia,United Arab Emirates,23.5,53.5,ARE
5179,23276,23277,Eurasia,Oman,25.5,56.5,OMN
5180,23635,23636,Eurasia,Oman,24.5,55.5,OMN
5181,23636,23637,Eurasia,Oman,24.5,56.5,OMN
5182,23637,23638,Eurasia,Oman,24.5,57.5,OMN
5183,23995,23996,Eurasia,Oman,23.5,55.5,OMN
5184,23996,23997,Eurasia,Oman,23.5,56.5,OMN
5185,23997,23998,Eurasia,Oman,23.5,57.5,OMN
5186,23998,23999,Eurasia,Oman,23.5,58.5,OMN
5187,24357,24358,Eurasia,Oman,22.5,57.5,OMN
5188,24359,24360,Eurasia,Oman,22.5,59.5,OMN
5189,26153,26154,Eurasia,Oman,17.5,53.5,OMN
5190,26154,26155,Eurasia,Oman,17.5,54.5,OMN
5191,26513,26514,Eurasia,Oman,16.5,53.5,OMN
5192,23341,23342,North Asia,Taiwan,25.5,121.5,TWN
5193,23700,23701,North Asia,Taiwan,24.5,120.5,TWN
5194,23701,23702,North Asia,Taiwan,24.5,121.5,TWN
5195,24060,24061,North Asia,Taiwan,23.5,120.5,TWN
5196,24061,24062,North Asia,Taiwan,23.5,121.5,TWN
5197,24420,24421,North Asia,Taiwan,22.5,120.5,TWN
5198,24421,24422,North Asia,Taiwan,22.5,121.5,TWN
5199,23669,23670,South Asia,Bangladesh,24.5,89.5,BGD
5200,23670,23671,South Asia,Bangladesh,24.5,90.5,BGD
5201,24029,24030,South Asia,Bangladesh,23.5,89.5,BGD
5202,24030,24031,South Asia,Bangladesh,23.5,90.5,BGD
5203,24390,24391,South Asia,Bangladesh,22.5,90.5,BGD
5204,24751,24752,South Asia,Bangladesh,21.5,91.5,BGD
5205,25112,25113,South Asia,Bangladesh,20.5,92.5,BGD
5206,23857,23858,North America,Cuba,23.5,-82.5,CUB
