,fid,GRIDCODE,region,country,lat,lng,iso3
1797,17100,17101,Eurasia,France,42.5,0.5,FRA
1798,17101,17102,Eurasia,France,42.5,1.5,FRA
1799,17102,17103,Eurasia,France,42.5,2.5,FRA
1800,17103,17104,Eurasia,France,42.5,3.5,FRA
1801,17108,17109,Eurasia,France,42.5,8.5,FRA
1802,17109,17110,Eurasia,France,42.5,9.5,FRA
1803,13863,13864,Eurasia,Belgium,51.5,3.5,BEL
1804,13864,13865,Eurasia,Belgium,51.5,4.5,BEL
1805,13891,13892,Eurasia,Ukraine,51.5,31.5,UKR
1806,13892,13893,Eurasia,Ukraine,51.5,32.5,UKR
1807,13893,13894,Eurasia,Ukraine,51.5,33.5,UKR
1808,14245,14246,Eurasia,Ukraine,50.5,25.5,UKR
1809,14246,14247,Eurasia,Ukraine,50.5,26.5,UKR
1810,14247,14248,Eurasia,Ukraine,50.5,27.5,UKR
1811,14248,14249,Eurasia,Ukraine,50.5,28.5,UKR
1812,14249,14250,Eurasia,Ukraine,50.5,29.5,UKR
1813,14250,14251,Eurasia,Ukraine,50.5,30.5,UKR
1814,14251,14252,Eurasia,Ukraine,50.5,31.5,UKR
1815,14252,14253,Eurasia,Ukraine,50.5,32.5,UKR
1816,14253,14254,Eurasia,Ukraine,50.5,33.5,UKR
1817,14254,14255,Eurasia,Ukraine,50.5,34.5,UKR
1818,14604,14605,Eurasia,Ukraine,49.5,24.5,UKR
1819,14605,14606,Eurasia,Ukraine,49.5,25.5,UKR
1820,14606,14607,Eurasia,Ukraine,49.5,26.5,UKR
1821,14607,14608,Eurasia,Ukraine,49.5,27.5,UKR
1822,14608,14609,Eurasia,Ukraine,49.5,28.5,UKR
1823,14609,14610,Eurasia,Ukraine,49.5,29.5,UKR
1824,14610,14611,Eurasia,Ukraine,49.5,30.5,UKR
1825,14611,14612,Eurasia,Ukraine,49.5,31.5,UKR
1826,14612,14613,Eurasia,Ukraine,49.5,32.5,UKR
1827,14613,14614,Eurasia,Ukraine,49.5,33.5,UKR
1828,14614,14615,Eurasia,Ukraine,49.5,34.5,UKR
1829,14615,14616,Eurasia,Ukraine,49.5,35.5,UKR
1830,14616,14617,Eurasia,Ukraine,49.5,36.5,UKR
1831,14964,14965,Eurasia,Ukraine,48.5,24.5,UKR
1832,14965,14966,Eurasia,Ukraine,48.5,25.5,UKR
1833,14969,14970,Eurasia,Ukraine,48.5,29.5,UKR
1834,14970,14971,Eurasia,Ukraine,48.5,30.5,UKR
1835,14971,14972,Eurasia,Ukraine,48.5,31.5,UKR
1836,14972,14973,Eurasia,Ukraine,48.5,32.5,UKR
1837,14973,14974,Eurasia,Ukraine,48.5,33.5,UKR
1838,14974,14975,Eurasia,Ukraine,48.5,34.5,UKR
1839,14975,14976,Eurasia,Ukraine,48.5,35.5,UKR
1840,14976,14977,Eurasia,Ukraine,48.5,36.5,UKR
1841,14977,14978,Eurasia,Ukraine,48.5,37.5,UKR
1842,14978,14979,Eurasia,Ukraine,48.5,38.5,UKR
1843,15330,15331,Eurasia,Ukraine,47.5,30.5,UKR
1844,15331,15332,Eurasia,Ukraine,47.5,31.5,UKR
1845,15332,15333,Eurasia,Ukraine,47.5,32.5,UKR
1846,15333,15334,Eurasia,Ukraine,47.5,33.5,UKR
1847,15334,15335,Eurasia,Ukraine,47.5,34.5,UKR
1848,15335,15336,Eurasia,Ukraine,47.5,35.5,UKR
1849,15336,15337,Eurasia,Ukraine,47.5,36.5,UKR
1850,15337,15338,Eurasia,Ukraine,47.5,37.5,UKR
1851,15691,15692,Eurasia,Ukraine,46.5,31.5,UKR
1852,15692,15693,Eurasia,Ukraine,46.5,32.5,UKR
1853,15693,15694,Eurasia,Ukraine,46.5,33.5,UKR
1854,15694,15695,Eurasia,Ukraine,46.5,34.5,UKR
1855,15695,15696,Eurasia,Ukraine,46.5,35.5,UKR
1856,15696,15697,Eurasia,Ukraine,46.5,36.5,UKR
1857,16052,16053,Eurasia,Ukraine,45.5,32.5,UKR
1858,16053,16054,Eurasia,Ukraine,45.5,33.5,UKR
1859,16054,16055,Eurasia,Ukraine,45.5,34.5,UKR
1860,16055,16056,Eurasia,Ukraine,45.5,35.5,UKR
1861,16413,16414,Eurasia,Ukraine,44.5,33.5,UKR
1862,16414,16415,Eurasia,Ukraine,44.5,34.5,UKR
1863,14235,14236,Eurasia,Czech Republic,50.5,15.5,CZE
1864,14236,14237,Eurasia,Czech Republic,50.5,16.5,CZE
1865,14237,14238,Eurasia,Czech Republic,50.5,17.5,CZE
1866,14238,14239,Eurasia,Czech Republic,50.5,18.5,CZE
1867,14596,14597,Eurasia,Czech Republic,49.5,16.5,CZE
1868,14340,14341,North Asia,China,50.5,120.5,CHN
1869,14343,14344,North Asia,China,50.5,123.5,CHN
1870,14344,14345,North Asia,China,50.5,124.5,CHN
1871,14345,14346,North Asia,China,50.5,125.5,CHN
1872,14700,14701,North Asia,China,49.5,120.5,CHN
1873,14701,14702,North Asia,China,49.5,121.5,CHN
1874,14702,14703,North Asia,China,49.5,122.5,CHN
1875,14703,14704,North Asia,China,49.5,123.5,CHN
1876,14704,14705,North Asia,China,49.5,124.5,CHN
1877,14705,14706,North Asia,China,49.5,125.5,CHN
1878,14706,14707,North Asia,China,49.5,126.5,CHN
1879,15027,15028,North Asia,China,48.5,87.5,CHN
1880,15029,15030,North Asia,China,48.5,89.5,CHN
1881,15055,15056,North Asia,China,48.5,115.5,CHN
1882,15056,15057,North Asia,China,48.5,116.5,CHN
1883,15057,15058,North Asia,China,48.5,117.5,CHN
1884,15058,15059,North Asia,China,48.5,118.5,CHN
1885,15059,15060,North Asia,China,48.5,119.5,CHN
1886,15060,15061,North Asia,China,48.5,120.5,CHN
1887,15061,15062,North Asia,China,48.5,121.5,CHN
1888,15062,15063,North Asia,China,48.5,122.5,CHN
1889,15063,15064,North Asia,China,48.5,123.5,CHN
1890,15064,15065,North Asia,China,48.5,124.5,CHN
1891,15065,15066,North Asia,China,48.5,125.5,CHN
1892,15066,15067,North Asia,China,48.5,126.5,CHN
1893,15067,15068,North Asia,China,48.5,127.5,CHN
1894,15068,15069,North Asia,China,48.5,128.5,CHN
1895,15386,15387,North Asia,China,47.5,86.5,CHN
1896,15387,15388,North Asia,China,47.5,87.5,CHN
1897,15388,15389,North Asia,China,47.5,88.5,CHN
1898,15389,15390,North Asia,China,47.5,89.5,CHN
1899,15390,15391,North Asia,China,47.5,90.5,CHN
1900,15417,15418,North Asia,China,47.5,117.5,CHN
1901,15418,15419,North Asia,China,47.5,118.5,CHN
1902,15419,15420,North Asia,China,47.5,119.5,CHN
1903,15420,15421,North Asia,China,47.5,120.5,CHN
1904,15421,15422,North Asia,China,47.5,121.5,CHN
1905,15422,15423,North Asia,China,47.5,122.5,CHN
1906,15423,15424,North Asia,China,47.5,123.5,CHN
1907,15424,15425,North Asia,China,47.5,124.5,CHN
1908,15425,15426,North Asia,China,47.5,125.5,CHN
1909,15426,15427,North Asia,China,47.5,126.5,CHN
1910,15427,15428,North Asia,China,47.5,127.5,CHN
1911,15428,15429,North Asia,China,47.5,128.5,CHN
1912,15429,15430,North Asia,China,47.5,129.5,CHN
1913,15433,15434,North Asia,China,47.5,133.5,CHN
1914,15746,15747,North Asia,China,46.5,86.5,CHN
1915,15747,15748,North Asia,China,46.5,87.5,CHN
1916,15748,15749,North Asia,China,46.5,88.5,CHN
1917,15749,15750,North Asia,China,46.5,89.5,CHN
1918,15750,15751,North Asia,China,46.5,90.5,CHN
1919,15751,15752,North Asia,China,46.5,91.5,CHN
1920,15777,15778,North Asia,China,46.5,117.5,CHN
1921,15778,15779,North Asia,China,46.5,118.5,CHN
1922,15779,15780,North Asia,China,46.5,119.5,CHN
1923,15780,15781,North Asia,China,46.5,120.5,CHN
1924,15781,15782,North Asia,China,46.5,121.5,CHN
1925,15782,15783,North Asia,China,46.5,122.5,CHN
1926,15783,15784,North Asia,China,46.5,123.5,CHN
1927,15784,15785,North Asia,China,46.5,124.5,CHN
1928,15785,15786,North Asia,China,46.5,125.5,CHN
1929,15786,15787,North Asia,China,46.5,126.5,CHN
1930,15787,15788,North Asia,China,46.5,127.5,CHN
1931,15788,15789,North Asia,China,46.5,128.5,CHN
1932,15789,15790,North Asia,China,46.5,129.5,CHN
1933,15790,15791,North Asia,China,46.5,130.5,CHN
1934,15791,15792,North Asia,China,46.5,131.5,CHN
1935,15792,15793,North Asia,China,46.5,132.5,CHN
1936,16103,16104,North Asia,China,45.5,83.5,CHN
1937,16104,16105,North Asia,China,45.5,84.5,CHN
1938,16105,16106,North Asia,China,45.5,85.5,CHN
1939,16106,16107,North Asia,China,45.5,86.5,CHN
1940,16111,16112,North Asia,China,45.5,91.5,CHN
1941,16112,16113,North Asia,China,45.5,92.5,CHN
1942,16137,16138,North Asia,China,45.5,117.5,CHN
1943,16138,16139,North Asia,China,45.5,118.5,CHN
1944,16139,16140,North Asia,China,45.5,119.5,CHN
1945,16140,16141,North Asia,China,45.5,120.5,CHN
1946,16141,16142,North Asia,China,45.5,121.5,CHN
1947,16142,16143,North Asia,China,45.5,122.5,CHN
1948,16143,16144,North Asia,China,45.5,123.5,CHN
1949,16144,16145,North Asia,China,45.5,124.5,CHN
1950,16145,16146,North Asia,China,45.5,125.5,CHN
1951,16146,16147,North Asia,China,45.5,126.5,CHN
1952,16147,16148,North Asia,China,45.5,127.5,CHN
1953,16148,16149,North Asia,China,45.5,128.5,CHN
1954,16149,16150,North Asia,China,45.5,129.5,CHN
1955,16150,16151,North Asia,China,45.5,130.5,CHN
1956,16461,16462,North Asia,China,44.5,81.5,CHN
1957,16462,16463,North Asia,China,44.5,82.5,CHN
1958,16463,16464,North Asia,China,44.5,83.5,CHN
1959,16464,16465,North Asia,China,44.5,84.5,CHN
1960,16465,16466,North Asia,China,44.5,85.5,CHN
1961,16466,16467,North Asia,China,44.5,86.5,CHN
1962,16467,16468,North Asia,China,44.5,87.5,CHN
1963,16468,16469,North Asia,China,44.5,88.5,CHN
1964,16469,16470,North Asia,China,44.5,89.5,CHN
1965,16470,16471,North Asia,China,44.5,90.5,CHN
1966,16497,16498,North Asia,China,44.5,117.5,CHN
1967,16498,16499,North Asia,China,44.5,118.5,CHN
1968,16499,16500,North Asia,China,44.5,119.5,CHN
1969,16500,16501,North Asia,China,44.5,120.5,CHN
1970,16501,16502,North Asia,China,44.5,121.5,CHN
1971,16502,16503,North Asia,China,44.5,122.5,CHN
1972,16503,16504,North Asia,China,44.5,123.5,CHN
1973,16504,16505,North Asia,China,44.5,124.5,CHN
1974,16505,16506,North Asia,China,44.5,125.5,CHN
1975,16506,16507,North Asia,China,44.5,126.5,CHN
1976,16507,16508,North Asia,China,44.5,127.5,CHN
1977,16508,16509,North Asia,China,44.5,128.5,CHN
1978,16509,16510,North Asia,China,44.5,129.5,CHN
1979,16821,16822,North Asia,China,43.5,81.5,CHN
1980,16822,16823,North Asia,China,43.5,82.5,CHN
1981,16823,16824,North Asia,China,43.5,83.5,CHN
1982,16824,16825,North Asia,China,43.5,84.5,CHN
1983,16825,16826,North Asia,China,43.5,85.5,CHN
1984,16826,16827,North Asia,China,43.5,86.5,CHN
1985,16827,16828,North Asia,China,43.5,87.5,CHN
1986,16828,16829,North Asia,China,43.5,88.5,CHN
1987,16829,16830,North Asia,China,43.5,89.5,CHN
1988,16830,16831,North Asia,China,43.5,90.5,CHN
1989,16832,16833,North Asia,China,43.5,92.5,CHN
1990,16833,16834,North Asia,China,43.5,93.5,CHN
1991,16834,16835,North Asia,China,43.5,94.5,CHN
1992,16835,16836,North Asia,China,43.5,95.5,CHN
1993,16854,16855,North Asia,China,43.5,114.5,CHN
1994,16856,16857,North Asia,China,43.5,116.5,CHN
1995,16857,16858,North Asia,China,43.5,117.5,CHN
1996,16858,16859,North Asia,China,43.5,118.5,CHN
1997,16859,16860,North Asia,China,43.5,119.5,CHN
1998,16860,16861,North Asia,China,43.5,120.5,CHN
1999,16861,16862,North Asia,China,43.5,121.5,CHN
2000,16862,16863,North Asia,China,43.5,122.5,CHN
2001,16863,16864,North Asia,China,43.5,123.5,CHN
2002,16864,16865,North Asia,China,43.5,124.5,CHN
2003,16865,16866,North Asia,China,43.5,125.5,CHN
2004,16866,16867,North Asia,China,43.5,126.5,CHN
2005,16867,16868,North Asia,China,43.5,127.5,CHN
2006,16868,16869,North Asia,China,43.5,128.5,CHN
2007,16869,16870,North Asia,China,43.5,129.5,CHN
2008,16870,16871,North Asia,China,43.5,130.5,CHN
2009,17181,17182,North Asia,China,42.5,81.5,CHN
2010,17182,17183,North Asia,China,42.5,82.5,CHN
2011,17183,17184,North Asia,China,42.5,83.5,CHN
2012,17184,17185,North Asia,China,42.5,84.5,CHN
2013,17185,17186,North Asia,China,42.5,85.5,CHN
2014,17186,17187,North Asia,China,42.5,86.5,CHN
2015,17187,17188,North Asia,China,42.5,87.5,CHN
2016,17188,17189,North Asia,China,42.5,88.5,CHN
2017,17189,17190,North Asia,China,42.5,89.5,CHN
2018,17190,17191,North Asia,China,42.5,90.5,CHN
2019,17192,17193,North Asia,China,42.5,92.5,CHN
2020,17193,17194,North Asia,China,42.5,93.5,CHN
2021,17194,17195,North Asia,China,42.5,94.5,CHN
2022,17201,17202,North Asia,China,42.5,101.5,CHN
2023,17209,17210,North Asia,China,42.5,109.5,CHN
2024,17210,17211,North Asia,China,42.5,110.5,CHN
2025,17211,17212,North Asia,China,42.5,111.5,CHN
2026,17212,17213,North Asia,China,42.5,112.5,CHN
2027,17214,17215,North Asia,China,42.5,114.5,CHN
2028,17215,17216,North Asia,China,42.5,115.5,CHN
2029,17216,17217,North Asia,China,42.5,116.5,CHN
2030,17217,17218,North Asia,China,42.5,117.5,CHN
2031,17218,17219,North Asia,China,42.5,118.5,CHN
2032,17219,17220,North Asia,China,42.5,119.5,CHN
2033,17220,17221,North Asia,China,42.5,120.5,CHN
2034,17221,17222,North Asia,China,42.5,121.5,CHN
2035,17222,17223,North Asia,China,42.5,122.5,CHN
2036,17223,17224,North Asia,China,42.5,123.5,CHN
2037,17224,17225,North Asia,China,42.5,124.5,CHN
2038,17225,17226,North Asia,China,42.5,125.5,CHN
2039,17226,17227,North Asia,China,42.5,126.5,CHN
2040,17227,17228,North Asia,China,42.5,127.5,CHN
2041,17228,17229,North Asia,China,42.5,128.5,CHN
2042,17229,17230,North Asia,China,42.5,129.5,CHN
2043,17540,17541,North Asia,China,41.5,80.5,CHN
2044,17541,17542,North Asia,China,41.5,81.5,CHN
2045,17542,17543,North Asia,China,41.5,82.5,CHN
2046,17543,17544,North Asia,China,41.5,83.5,CHN
2047,17544,17545,North Asia,China,41.5,84.5,CHN
2048,17545,17546,North Asia,China,41.5,85.5,CHN
2049,17546,17547,North Asia,China,41.5,86.5,CHN
2050,17560,17561,North Asia,China,41.5,100.5,CHN
2051,17561,17562,North Asia,China,41.5,101.5,CHN
2052,17566,17567,North Asia,China,41.5,106.5,CHN
2053,17567,17568,North Asia,China,41.5,107.5,CHN
2054,17568,17569,North Asia,China,41.5,108.5,CHN
2055,17569,17570,North Asia,China,41.5,109.5,CHN
2056,17570,17571,North Asia,China,41.5,110.5,CHN
2057,17571,17572,North Asia,China,41.5,111.5,CHN
2058,17572,17573,North Asia,China,41.5,112.5,CHN
2059,17573,17574,North Asia,China,41.5,113.5,CHN
2060,17574,17575,North Asia,China,41.5,114.5,CHN
2061,17575,17576,North Asia,China,41.5,115.5,CHN
2062,17576,17577,North Asia,China,41.5,116.5,CHN
2063,17577,17578,North Asia,China,41.5,117.5,CHN
2064,17578,17579,North Asia,China,41.5,118.5,CHN
2065,17579,17580,North Asia,China,41.5,119.5,CHN
2066,17580,17581,North Asia,China,41.5,120.5,CHN
2067,17581,17582,North Asia,China,41.5,121.5,CHN
2068,17582,17583,North Asia,China,41.5,122.5,CHN
2069,17583,17584,North Asia,China,41.5,123.5,CHN
2070,17584,17585,North Asia,China,41.5,124.5,CHN
2071,17585,17586,North Asia,China,41.5,125.5,CHN
2072,17586,17587,North Asia,China,41.5,126.5,CHN
2073,17587,17588,North Asia,China,41.5,127.5,CHN
2074,17588,17589,North Asia,China,41.5,128.5,CHN
2075,17898,17899,North Asia,China,40.5,78.5,CHN
2076,17899,17900,North Asia,China,40.5,79.5,CHN
2077,17900,17901,North Asia,China,40.5,80.5,CHN
2078,17901,17902,North Asia,China,40.5,81.5,CHN
2079,17902,17903,North Asia,China,40.5,82.5,CHN
2080,17903,17904,North Asia,China,40.5,83.5,CHN
2081,17905,17906,North Asia,China,40.5,85.5,CHN
2082,17906,17907,North Asia,China,40.5,86.5,CHN
2083,17907,17908,North Asia,China,40.5,87.5,CHN
2084,17914,17915,North Asia,China,40.5,94.5,CHN
2085,17916,17917,North Asia,China,40.5,96.5,CHN
2086,17917,17918,North Asia,China,40.5,97.5,CHN
2087,17918,17919,North Asia,China,40.5,98.5,CHN
2088,17919,17920,North Asia,China,40.5,99.5,CHN
2089,17923,17924,North Asia,China,40.5,103.5,CHN
2090,17924,17925,North Asia,China,40.5,104.5,CHN
2091,17925,17926,North Asia,China,40.5,105.5,CHN
2092,17926,17927,North Asia,China,40.5,106.5,CHN
2093,17927,17928,North Asia,China,40.5,107.5,CHN
2094,17928,17929,North Asia,China,40.5,108.5,CHN
2095,17929,17930,North Asia,China,40.5,109.5,CHN
2096,17930,17931,North Asia,China,40.5,110.5,CHN
2097,17931,17932,North Asia,China,40.5,111.5,CHN
2098,17932,17933,North Asia,China,40.5,112.5,CHN
2099,17933,17934,North Asia,China,40.5,113.5,CHN
2100,17934,17935,North Asia,China,40.5,114.5,CHN
2101,17935,17936,North Asia,China,40.5,115.5,CHN
2102,17936,17937,North Asia,China,40.5,116.5,CHN
2103,17937,17938,North Asia,China,40.5,117.5,CHN
2104,17938,17939,North Asia,China,40.5,118.5,CHN
2105,17939,17940,North Asia,China,40.5,119.5,CHN
2106,17940,17941,North Asia,China,40.5,120.5,CHN
2107,17941,17942,North Asia,China,40.5,121.5,CHN
2108,17942,17943,North Asia,China,40.5,122.5,CHN
2109,17943,17944,North Asia,China,40.5,123.5,CHN
2110,17944,17945,North Asia,China,40.5,124.5,CHN
2111,17945,17946,North Asia,China,40.5,125.5,CHN
2112,17946,17947,North Asia,China,40.5,126.5,CHN
2113,18254,18255,North Asia,China,39.5,74.5,CHN
2114,18255,18256,North Asia,China,39.5,75.5,CHN
2115,18256,18257,North Asia,China,39.5,76.5,CHN
2116,18257,18258,North Asia,China,39.5,77.5,CHN
2117,18258,18259,North Asia,China,39.5,78.5,CHN
2118,18259,18260,North Asia,China,39.5,79.5,CHN
2119,18268,18269,North Asia,China,39.5,88.5,CHN
2120,18274,18275,North Asia,China,39.5,94.5,CHN
2121,18276,18277,North Asia,China,39.5,96.5,CHN
2122,18277,18278,North Asia,China,39.5,97.5,CHN
2123,18278,18279,North Asia,China,39.5,98.5,CHN
2124,18279,18280,North Asia,China,39.5,99.5,CHN
2125,18280,18281,North Asia,China,39.5,100.5,CHN
2126,18285,18286,North Asia,China,39.5,105.5,CHN
2127,18286,18287,North Asia,China,39.5,106.5,CHN
2128,18287,18288,North Asia,China,39.5,107.5,CHN
2129,18288,18289,North Asia,China,39.5,108.5,CHN
2130,18289,18290,North Asia,China,39.5,109.5,CHN
2131,18290,18291,North Asia,China,39.5,110.5,CHN
2132,18291,18292,North Asia,China,39.5,111.5,CHN
2133,18292,18293,North Asia,China,39.5,112.5,CHN
2134,18293,18294,North Asia,China,39.5,113.5,CHN
2135,18294,18295,North Asia,China,39.5,114.5,CHN
2136,18295,18296,North Asia,China,39.5,115.5,CHN
2137,18296,18297,North Asia,China,39.5,116.5,CHN
2138,18297,18298,North Asia,China,39.5,117.5,CHN
2139,18298,18299,North Asia,China,39.5,118.5,CHN
2140,18299,18300,North Asia,China,39.5,119.5,CHN
2141,18301,18302,North Asia,China,39.5,121.5,CHN
2142,18302,18303,North Asia,China,39.5,122.5,CHN
2143,18303,18304,North Asia,China,39.5,123.5,CHN
2144,18304,18305,North Asia,China,39.5,124.5,CHN
2145,18615,18616,North Asia,China,38.5,75.5,CHN
2146,18616,18617,North Asia,China,38.5,76.5,CHN
2147,18617,18618,North Asia,China,38.5,77.5,CHN
2148,18625,18626,North Asia,China,38.5,85.5,CHN
2149,18627,18628,North Asia,China,38.5,87.5,CHN
2150,18634,18635,North Asia,China,38.5,94.5,CHN
2151,18638,18639,North Asia,China,38.5,98.5,CHN
2152,18639,18640,North Asia,China,38.5,99.5,CHN
2153,18640,18641,North Asia,China,38.5,100.5,CHN
2154,18641,18642,North Asia,China,38.5,101.5,CHN
2155,18642,18643,North Asia,China,38.5,102.5,CHN
2156,18643,18644,North Asia,China,38.5,103.5,CHN
2157,18645,18646,North Asia,China,38.5,105.5,CHN
2158,18646,18647,North Asia,China,38.5,106.5,CHN
2159,18647,18648,North Asia,China,38.5,107.5,CHN
2160,18648,18649,North Asia,China,38.5,108.5,CHN
2161,18649,18650,North Asia,China,38.5,109.5,CHN
2162,18650,18651,North Asia,China,38.5,110.5,CHN
2163,18651,18652,North Asia,China,38.5,111.5,CHN
2164,18652,18653,North Asia,China,38.5,112.5,CHN
2165,18653,18654,North Asia,China,38.5,113.5,CHN
2166,18654,18655,North Asia,China,38.5,114.5,CHN
2167,18655,18656,North Asia,China,38.5,115.5,CHN
2168,18656,18657,North Asia,China,38.5,116.5,CHN
2169,18657,18658,North Asia,China,38.5,117.5,CHN
2170,18658,18659,North Asia,China,38.5,118.5,CHN
2171,18661,18662,North Asia,China,38.5,121.5,CHN
2172,18976,18977,North Asia,China,37.5,76.5,CHN
2173,18977,18978,North Asia,China,37.5,77.5,CHN
2174,18978,18979,North Asia,China,37.5,78.5,CHN
2175,18979,18980,North Asia,China,37.5,79.5,CHN
2176,18980,18981,North Asia,China,37.5,80.5,CHN
2177,18981,18982,North Asia,China,37.5,81.5,CHN
2178,18982,18983,North Asia,China,37.5,82.5,CHN
2179,18983,18984,North Asia,China,37.5,83.5,CHN
2180,18986,18987,North Asia,China,37.5,86.5,CHN
2181,18992,18993,North Asia,China,37.5,92.5,CHN
2182,18996,18997,North Asia,China,37.5,96.5,CHN
2183,18997,18998,North Asia,China,37.5,97.5,CHN
2184,18998,18999,North Asia,China,37.5,98.5,CHN
2185,19000,19001,North Asia,China,37.5,100.5,CHN
2186,19001,19002,North Asia,China,37.5,101.5,CHN
2187,19002,19003,North Asia,China,37.5,102.5,CHN
2188,19003,19004,North Asia,China,37.5,103.5,CHN
2189,19004,19005,North Asia,China,37.5,104.5,CHN
2190,19005,19006,North Asia,China,37.5,105.5,CHN
2191,19006,19007,North Asia,China,37.5,106.5,CHN
2192,19007,19008,North Asia,China,37.5,107.5,CHN
2193,19008,19009,North Asia,China,37.5,108.5,CHN
2194,19009,19010,North Asia,China,37.5,109.5,CHN
2195,19010,19011,North Asia,China,37.5,110.5,CHN
2196,19011,19012,North Asia,China,37.5,111.5,CHN
2197,19012,19013,North Asia,China,37.5,112.5,CHN
2198,19013,19014,North Asia,China,37.5,113.5,CHN
2199,19014,19015,North Asia,China,37.5,114.5,CHN
2200,19015,19016,North Asia,China,37.5,115.5,CHN
2201,19016,19017,North Asia,China,37.5,116.5,CHN
2202,19017,19018,North Asia,China,37.5,117.5,CHN
2203,19018,19019,North Asia,China,37.5,118.5,CHN
2204,19019,19020,North Asia,China,37.5,119.5,CHN
2205,19020,19021,North Asia,China,37.5,120.5,CHN
2206,19021,19022,North Asia,China,37.5,121.5,CHN
2207,19022,19023,North Asia,China,37.5,122.5,CHN
2208,19335,19336,North Asia,China,36.5,75.5,CHN
2209,19339,19340,North Asia,China,36.5,79.5,CHN
2210,19340,19341,North Asia,China,36.5,80.5,CHN
2211,19341,19342,North Asia,China,36.5,81.5,CHN
2212,19354,19355,North Asia,China,36.5,94.5,CHN
2213,19355,19356,North Asia,China,36.5,95.5,CHN
2214,19356,19357,North Asia,China,36.5,96.5,CHN
2215,19357,19358,North Asia,China,36.5,97.5,CHN
2216,19358,19359,North Asia,China,36.5,98.5,CHN
2217,19359,19360,North Asia,China,36.5,99.5,CHN
2218,19361,19362,North Asia,China,36.5,101.5,CHN
2219,19362,19363,North Asia,China,36.5,102.5,CHN
2220,19363,19364,North Asia,China,36.5,103.5,CHN
2221,19364,19365,North Asia,China,36.5,104.5,CHN
2222,19365,19366,North Asia,China,36.5,105.5,CHN
2223,19366,19367,North Asia,China,36.5,106.5,CHN
2224,19367,19368,North Asia,China,36.5,107.5,CHN
2225,19368,19369,North Asia,China,36.5,108.5,CHN
2226,19369,19370,North Asia,China,36.5,109.5,CHN
2227,19370,19371,North Asia,China,36.5,110.5,CHN
2228,19371,19372,North Asia,China,36.5,111.5,CHN
2229,19372,19373,North Asia,China,36.5,112.5,CHN
2230,19373,19374,North Asia,China,36.5,113.5,CHN
2231,19374,19375,North Asia,China,36.5,114.5,CHN
2232,19375,19376,North Asia,China,36.5,115.5,CHN
2233,19376,19377,North Asia,China,36.5,116.5,CHN
2234,19377,19378,North Asia,China,36.5,117.5,CHN
2235,19378,19379,North Asia,China,36.5,118.5,CHN
2236,19379,19380,North Asia,China,36.5,119.5,CHN
2237,19380,19381,North Asia,China,36.5,120.5,CHN
2238,19381,19382,North Asia,China,36.5,121.5,CHN
2239,19696,19697,North Asia,China,35.5,76.5,CHN
2240,19715,19716,North Asia,China,35.5,95.5,CHN
2241,19717,19718,North Asia,China,35.5,97.5,CHN
2242,19718,19719,North Asia,China,35.5,98.5,CHN
2243,19721,19722,North Asia,China,35.5,101.5,CHN
2244,19722,19723,North Asia,China,35.5,102.5,CHN
2245,19723,19724,North Asia,China,35.5,103.5,CHN
2246,19724,19725,North Asia,China,35.5,104.5,CHN
2247,19725,19726,North Asia,China,35.5,105.5,CHN
2248,19726,19727,North Asia,China,35.5,106.5,CHN
2249,19727,19728,North Asia,China,35.5,107.5,CHN
2250,19728,19729,North Asia,China,35.5,108.5,CHN
2251,19729,19730,North Asia,China,35.5,109.5,CHN
2252,19730,19731,North Asia,China,35.5,110.5,CHN
2253,19731,19732,North Asia,China,35.5,111.5,CHN
2254,19732,19733,North Asia,China,35.5,112.5,CHN
2255,19733,19734,North Asia,China,35.5,113.5,CHN
2256,19734,19735,North Asia,China,35.5,114.5,CHN
2257,19735,19736,North Asia,China,35.5,115.5,CHN
2258,19736,19737,North Asia,China,35.5,116.5,CHN
2259,19737,19738,North Asia,China,35.5,117.5,CHN
2260,19738,19739,North Asia,China,35.5,118.5,CHN
2261,19739,19740,North Asia,China,35.5,119.5,CHN
2262,20081,20082,North Asia,China,34.5,101.5,CHN
2263,20083,20084,North Asia,China,34.5,103.5,CHN
2264,20084,20085,North Asia,China,34.5,104.5,CHN
2265,20085,20086,North Asia,China,34.5,105.5,CHN
2266,20086,20087,North Asia,China,34.5,106.5,CHN
2267,20087,20088,North Asia,China,34.5,107.5,CHN
2268,20088,20089,North Asia,China,34.5,108.5,CHN
2269,20089,20090,North Asia,China,34.5,109.5,CHN
2270,20090,20091,North Asia,China,34.5,110.5,CHN
2271,20091,20092,North Asia,China,34.5,111.5,CHN
2272,20092,20093,North Asia,China,34.5,112.5,CHN
2273,20093,20094,North Asia,China,34.5,113.5,CHN
2274,20094,20095,North Asia,China,34.5,114.5,CHN
2275,20095,20096,North Asia,China,34.5,115.5,CHN
2276,20096,20097,North Asia,China,34.5,116.5,CHN
2277,20097,20098,North Asia,China,34.5,117.5,CHN
2278,20098,20099,North Asia,China,34.5,118.5,CHN
2279,20099,20100,North Asia,China,34.5,119.5,CHN
2280,20100,20101,North Asia,China,34.5,120.5,CHN
2281,20438,20439,North Asia,China,33.5,98.5,CHN
2282,20443,20444,North Asia,China,33.5,103.5,CHN
2283,20444,20445,North Asia,China,33.5,104.5,CHN
