,fid,iso3,1850,1900,1910,1945,1980,2015,SSP1,SSP3,SSP5,long,lat
2640,14249.0,UKR14249.0,86.64,78.81,73.69,69.39,62.33,68.66,69.3,72.5,68.42,50.5,29.5
2641,14250.0,UKR14250.0,88.82,80.01,74.59,70.32,64.79,69.98,69.98,73.32,69.98,50.5,30.5
2642,14251.0,UKR14251.0,63.79,54.38,49.72,45.86,39.62,45.09,45.82,47.1,44.86,50.5,31.5
2643,14252.0,UKR14252.0,56.13,46.21,40.13,36.6,26.43,31.81,37.15,36.98,30.62,50.5,32.5
2644,14253.0,UKR14253.0,63.53,52.18,46.84,42.84,33.63,40.38,42.93,44.67,39.63,50.5,33.5
2645,14254.0,UKR14254.0,69.56,58.59,53.23,49.4,39.79,47.25,49.3,51.26,46.51,50.5,34.5
2646,14604.0,UKR14604.0,91.93,64.56,54.93,45.6,9.29,18.45,51.7,44.56,15.23,49.5,24.5
2647,14605.0,UKR14605.0,67.92,45.82,21.96,13.97,5.61,6.9,17.04,11.58,6.34,49.5,25.5
2648,14606.0,UKR14606.0,87.94,22.99,7.46,5.27,3.46,3.69,5.73,4.43,3.51,49.5,26.5
2649,14607.0,UKR14607.0,90.95,37.08,18.44,14.87,7.94,10.52,15.66,13.82,9.88,49.5,27.5
2650,14608.0,UKR14608.0,82.26,56.02,31.17,22.39,12.82,15.92,24.89,20.87,15.15,49.5,28.5
2651,14609.0,UKR14609.0,87.57,70.75,53.78,42.3,24.97,30.47,47.88,43.47,29.71,49.5,29.5
2652,14610.0,UKR14610.0,78.33,67.02,57.57,50.7,32.37,41.11,54.06,53.48,39.33,49.5,30.5
2653,14611.0,UKR14611.0,75.59,68.59,62.56,57.58,28.34,41.86,60.04,59.32,37.91,49.5,31.5
2654,14612.0,UKR14612.0,54.22,44.32,39.15,35.72,16.94,24.62,36.11,36.26,22.03,49.5,32.5
2655,14613.0,UKR14613.0,76.8,61.62,51.65,45.22,22.21,34.73,48.29,48.81,31.22,49.5,33.5
2656,14614.0,UKR14614.0,71.07,59.8,52.58,48.13,35.09,44.69,50.25,52.01,43.43,49.5,34.5
2657,14615.0,UKR14615.0,62.36,48.64,41.35,37.55,32.33,37.14,40.11,41.24,36.93,49.5,35.5
2658,14616.0,UKR14616.0,57.1,46.75,41.06,37.87,34.01,37.71,40.59,40.97,37.71,49.5,36.5
2659,14964.0,UKR14964.0,98.49,41.43,7.27,4.15,2.87,2.68,4.34,3.1,2.64,48.5,24.5
2660,14965.0,UKR14965.0,74.68,41.9,14.26,9.1,6.92,6.98,10.46,7.96,6.85,48.5,25.5
2661,14969.0,UKR14969.0,78.74,66.48,57.7,45.0,17.03,26.02,50.79,45.04,23.81,48.5,29.5
2662,14970.0,UKR14970.0,68.39,56.96,52.81,46.13,32.91,40.32,48.66,48.18,39.26,48.5,30.5
2663,14971.0,UKR14971.0,59.75,45.75,41.32,33.81,24.9,30.97,36.56,36.5,30.69,48.5,31.5
2664,14972.0,UKR14972.0,53.6,43.75,41.2,35.81,29.47,33.85,37.49,37.48,33.8,48.5,32.5
2665,14973.0,UKR14973.0,60.03,48.27,44.7,38.09,31.13,36.1,40.77,40.73,35.98,48.5,33.5
2666,14974.0,UKR14974.0,56.22,45.15,42.03,37.12,30.32,34.42,38.35,38.32,34.36,48.5,34.5
2667,14975.0,UKR14975.0,60.12,46.95,42.2,37.03,30.62,34.79,38.89,38.89,34.79,48.5,35.5
2668,14976.0,UKR14976.0,52.18,41.0,37.02,31.51,25.61,29.86,33.92,33.92,29.85,48.5,36.5
2669,14977.0,UKR14977.0,72.31,60.3,55.92,47.78,39.69,45.6,51.31,51.31,45.6,48.5,37.5
2670,14978.0,UKR14978.0,71.73,63.86,60.47,53.53,46.74,51.92,56.75,56.75,51.92,48.5,38.5
2671,15330.0,UKR15330.0,40.08,30.61,27.66,24.4,17.23,20.92,24.33,24.32,20.79,47.5,30.5
2672,15331.0,UKR15331.0,37.1,28.33,25.96,23.3,17.8,20.72,23.39,23.39,20.79,47.5,31.5
2673,15332.0,UKR15332.0,30.62,22.34,20.17,17.73,12.79,15.38,17.63,17.65,15.29,47.5,32.5
2674,15333.0,UKR15333.0,51.93,42.58,39.18,35.29,26.07,30.58,34.94,34.95,30.35,47.5,33.5
2675,15334.0,UKR15334.0,44.43,34.8,31.98,28.59,21.33,25.0,28.39,28.4,24.89,47.5,34.5
2676,15335.0,UKR15335.0,41.47,31.98,29.17,25.92,18.99,22.45,25.77,25.79,22.34,47.5,35.5
2677,15336.0,UKR15336.0,44.65,32.47,29.25,25.84,18.77,22.3,25.66,25.67,22.19,47.5,36.5
2678,15337.0,UKR15337.0,55.35,42.5,38.74,34.99,26.44,30.37,34.53,34.56,30.11,47.5,37.5
2679,15691.0,UKR15691.0,42.12,35.85,33.82,31.37,24.61,28.54,31.87,31.95,28.92,46.5,31.5
2680,15692.0,UKR15692.0,57.03,49.2,47.07,44.45,37.84,41.76,44.28,44.4,41.15,46.5,32.5
2681,15693.0,UKR15693.0,76.77,65.55,62.32,58.67,48.94,54.36,58.59,58.66,53.97,46.5,33.5
2682,15694.0,UKR15694.0,51.89,41.29,38.0,34.4,26.12,30.45,34.27,34.36,30.21,46.5,34.5
2683,15695.0,UKR15695.0,37.87,30.1,27.76,25.15,19.24,22.28,24.99,25.14,22.07,46.5,35.5
2684,15696.0,UKR15696.0,34.3,28.43,26.49,24.58,19.52,21.98,24.17,24.46,21.52,46.5,36.5
2685,16052.0,UKR16052.0,98.56,77.97,75.47,74.04,69.7,74.04,74.04,74.04,72.54,45.5,32.5
2686,16053.0,UKR16053.0,78.6,74.08,72.29,70.11,62.42,70.16,70.3,70.3,66.87,45.5,33.5
2687,16054.0,UKR16054.0,77.33,63.87,59.91,55.18,43.63,55.16,55.18,55.18,49.61,45.5,34.5
2688,16055.0,UKR16055.0,86.68,73.42,68.56,63.44,50.83,63.9,64.3,64.29,58.22,45.5,35.5
2689,16413.0,UKR16413.0,100.0,95.85,93.53,90.71,79.31,90.62,90.69,90.69,86.08,44.5,33.5
2690,16414.0,UKR16414.0,94.52,80.87,78.44,77.02,73.77,76.98,76.98,76.98,75.47,44.5,34.5
2691,14235.0,CZE14235.0,48.04,21.96,21.12,21.33,22.41,25.35,35.9,55.3,24.83,50.5,15.5
2692,14236.0,CZE14236.0,55.76,34.65,34.59,30.78,24.45,28.25,30.06,53.36,26.01,50.5,16.5
2693,14237.0,CZE14237.0,49.57,18.51,17.41,17.33,16.82,24.91,26.7,48.3,22.65,50.5,17.5
2694,14238.0,CZE14238.0,68.93,23.54,21.08,22.54,27.94,47.56,49.73,69.15,43.2,50.5,18.5
2695,14596.0,CZE14596.0,33.28,15.25,13.75,14.4,17.91,16.78,33.59,33.08,16.11,49.5,16.5
2696,14594.0,AUT14594.0,21.3,12.29,11.55,11.81,13.48,16.45,40.58,38.27,15.79,49.5,14.5
2697,14595.0,AUT14595.0,21.91,6.25,5.63,5.71,7.01,8.11,33.06,31.96,7.85,49.5,15.5
2698,14952.0,AUT14952.0,15.04,13.96,13.95,13.63,14.4,14.85,13.97,14.64,13.39,48.5,12.5
2699,14953.0,AUT14953.0,9.42,8.62,8.62,8.48,9.16,9.36,8.98,9.27,8.53,48.5,13.5
2700,14954.0,AUT14954.0,8.38,7.54,7.45,7.12,7.6,11.67,15.52,11.76,8.46,48.5,14.5
2701,14955.0,AUT14955.0,23.29,19.0,18.42,18.23,22.02,35.81,50.0,33.14,27.41,48.5,15.5
2702,14956.0,AUT14956.0,30.93,20.55,19.55,19.42,26.39,37.25,31.76,41.37,25.26,48.5,16.5
2703,15309.0,AUT15309.0,27.57,20.61,20.35,19.56,26.98,36.82,39.86,35.09,33.77,47.5,9.5
2704,15310.0,AUT15310.0,22.93,24.05,24.04,23.04,20.66,20.65,17.63,20.63,17.59,47.5,10.5
2705,15313.0,AUT15313.0,7.29,6.85,6.85,6.62,7.05,7.91,8.19,7.41,6.43,47.5,13.5
2706,15314.0,AUT15314.0,1.92,2.08,2.08,2.08,1.93,3.13,3.54,2.32,2.36,47.5,14.5
2707,15315.0,AUT15315.0,10.37,7.32,7.3,7.27,10.46,66.06,91.02,50.82,54.62,47.5,15.5
2708,15674.0,AUT15674.0,11.79,17.66,17.68,17.45,19.09,21.57,56.88,19.43,17.3,46.5,14.5
2709,14597.0,SVK14597.0,41.1,16.48,15.3,15.77,20.1,22.97,50.15,49.4,21.68,49.5,17.5
2710,14598.0,SVK14598.0,68.27,33.35,28.63,31.29,42.67,46.91,73.52,72.33,46.15,49.5,18.5
2711,14599.0,SVK14599.0,70.08,30.24,26.26,27.56,39.47,52.62,85.18,84.91,52.06,49.5,19.5
2712,14600.0,SVK14600.0,66.92,32.39,29.79,31.22,38.58,53.5,83.11,82.21,51.51,49.5,20.5
2713,14601.0,SVK14601.0,87.26,51.07,45.19,48.7,57.89,67.33,91.11,91.09,65.6,49.5,21.5
2714,14602.0,SVK14602.0,61.23,44.33,41.96,37.37,37.36,34.77,54.83,53.09,33.97,49.5,22.5
2715,14671.0,MNG14671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,91.5
2716,14672.0,MNG14672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,92.5
2717,14673.0,MNG14673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,93.5
2718,14674.0,MNG14674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,94.5
2719,14678.0,MNG14678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,98.5
2720,14679.0,MNG14679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,99.5
2721,14680.0,MNG14680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,100.5
2722,14681.0,MNG14681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,101.5
2723,14682.0,MNG14682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,102.5
2724,14683.0,MNG14683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,103.5
2725,14684.0,MNG14684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,104.5
2726,14685.0,MNG14685.0,0.0,59.61,59.61,30.06,0.11,0.0,0.11,0.0,0.0,49.5,105.5
2727,14686.0,MNG14686.0,0.01,0.97,0.0,0.0,0.0,0.0,0.0,0.0,42.04,49.5,106.5
2728,14694.0,MNG14694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,114.5
2729,15030.0,MNG15030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,90.5
2730,15031.0,MNG15031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,91.5
2731,15032.0,MNG15032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,92.5
2732,15034.0,MNG15034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,94.5
2733,15035.0,MNG15035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,95.5
2734,15036.0,MNG15036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,96.5
2735,15037.0,MNG15037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,97.5
2736,15038.0,MNG15038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,98.5
2737,15039.0,MNG15039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,99.5
2738,15040.0,MNG15040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,100.5
2739,15041.0,MNG15041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,101.5
2740,15042.0,MNG15042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,102.5
2741,15043.0,MNG15043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,103.5
2742,15044.0,MNG15044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,104.5
2743,15045.0,MNG15045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,105.5
2744,15046.0,MNG15046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,106.5
2745,15047.0,MNG15047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,107.5
2746,15048.0,MNG15048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,108.5
2747,15049.0,MNG15049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,109.5
2748,15050.0,MNG15050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,110.5
2749,15051.0,MNG15051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,111.5
2750,15052.0,MNG15052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,112.5
2751,15053.0,MNG15053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,113.5
2752,15054.0,MNG15054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,114.5
2753,15391.0,MNG15391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,91.5
2754,15392.0,MNG15392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,92.5
2755,15393.0,MNG15393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,93.5
2756,15395.0,MNG15395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,95.5
2757,15396.0,MNG15396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,96.5
2758,15398.0,MNG15398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,98.5
2759,15399.0,MNG15399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,99.5
2760,15400.0,MNG15400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,100.5
2761,15401.0,MNG15401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,101.5
2762,15402.0,MNG15402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,102.5
2763,15403.0,MNG15403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,103.5
2764,15404.0,MNG15404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,104.5
2765,15405.0,MNG15405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,105.5
2766,15406.0,MNG15406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,106.5
2767,15407.0,MNG15407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,107.5
2768,15408.0,MNG15408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,108.5
2769,15409.0,MNG15409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,109.5
2770,15410.0,MNG15410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,110.5
2771,15411.0,MNG15411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,111.5
2772,15412.0,MNG15412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,112.5
2773,15413.0,MNG15413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,113.5
2774,15414.0,MNG15414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,114.5
2775,15752.0,MNG15752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,92.5
2776,15753.0,MNG15753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,93.5
2777,15754.0,MNG15754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,94.5
2778,15755.0,MNG15755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,95.5
2779,15756.0,MNG15756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,96.5
2780,15757.0,MNG15757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,97.5
2781,15760.0,MNG15760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,100.5
2782,15761.0,MNG15761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,101.5
2783,15762.0,MNG15762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,102.5
2784,15763.0,MNG15763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,103.5
2785,15764.0,MNG15764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,104.5
2786,15769.0,MNG15769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,109.5
2787,15770.0,MNG15770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,110.5
2788,15771.0,MNG15771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,111.5
2789,15774.0,MNG15774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,114.5
2790,15775.0,MNG15775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,115.5
2791,16114.0,MNG16114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,94.5
2792,16115.0,MNG16115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,95.5
2793,16116.0,MNG16116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,96.5
2794,16117.0,MNG16117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,97.5
2795,16120.0,MNG16120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,100.5
2796,16121.0,MNG16121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,101.5
2797,16122.0,MNG16122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,102.5
2798,16123.0,MNG16123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,103.5
2799,16476.0,MNG16476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,96.5
2800,16480.0,MNG16480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,100.5
2801,16481.0,MNG16481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,101.5
2802,16844.0,MNG16844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,104.5
2803,14957.0,HUN14957.0,42.04,22.33,21.06,21.94,24.93,26.58,40.38,40.24,19.48,48.5,17.5
2804,14958.0,HUN14958.0,56.09,29.35,26.89,28.75,33.26,34.7,50.76,50.65,24.51,48.5,18.5
2805,14959.0,HUN14959.0,84.92,53.04,44.01,51.12,63.09,72.89,87.41,87.24,63.91,48.5,19.5
2806,14960.0,HUN14960.0,74.33,52.0,50.05,51.71,56.38,58.7,69.96,69.97,44.51,48.5,20.5
2807,14961.0,HUN14961.0,62.75,39.04,35.85,38.34,43.65,41.05,56.96,56.92,34.11,48.5,21.5
2808,14962.0,HUN14962.0,77.05,50.91,46.16,43.51,39.15,43.09,65.81,61.72,34.58,48.5,22.5
2809,15316.0,HUN15316.0,60.98,48.66,46.41,46.44,52.81,56.95,54.56,62.83,44.03,47.5,16.5
2810,15317.0,HUN15317.0,52.84,31.17,28.41,30.87,36.28,41.23,52.75,56.56,31.4,47.5,17.5
2811,15318.0,HUN15318.0,51.73,30.5,28.26,30.17,33.41,36.53,46.44,51.01,24.63,47.5,18.5
2812,15319.0,HUN15319.0,60.18,40.53,37.17,39.96,44.14,48.62,57.14,61.66,35.27,47.5,19.5
2813,15320.0,HUN15320.0,42.68,29.54,28.24,29.11,30.34,33.53,41.99,44.41,27.49,47.5,20.5
2814,15321.0,HUN15321.0,40.84,30.32,28.58,30.15,32.97,38.23,42.95,44.47,31.63,47.5,21.5
2815,15322.0,HUN15322.0,31.72,15.89,14.78,15.78,18.89,29.34,43.23,44.5,19.69,47.5,22.5
2816,15678.0,HUN15678.0,53.32,31.39,29.64,31.0,32.34,40.55,45.74,49.22,34.84,46.5,18.5
2817,15679.0,HUN15679.0,44.19,24.17,19.71,23.74,33.72,44.41,47.38,49.54,37.26,46.5,19.5
2818,15680.0,HUN15680.0,30.15,20.49,19.47,20.07,21.05,26.08,28.59,30.73,22.73,46.5,20.5
2819,15681.0,HUN15681.0,42.41,23.07,22.24,22.67,24.89,37.45,41.97,44.38,32.93,46.5,21.5
2820,14963.0,ROU14963.0,42.32,41.51,22.25,16.35,9.53,13.86,28.45,23.12,10.85,48.5,23.5
2821,14966.0,ROU14966.0,27.45,20.27,15.96,14.6,9.21,11.43,15.37,14.23,10.73,48.5,26.5
2822,14967.0,ROU14967.0,78.84,54.09,39.69,31.64,20.81,25.19,34.3,31.02,24.46,48.5,27.5
2823,15323.0,ROU15323.0,10.85,9.19,9.02,9.0,8.84,11.62,26.2,24.44,8.77,47.5,23.5
2824,15324.0,ROU15324.0,7.2,6.41,6.33,6.33,6.26,6.27,8.65,8.27,6.03,47.5,24.5
2825,15325.0,ROU15325.0,11.78,7.53,6.8,6.37,5.28,5.37,4.83,5.34,3.87,47.5,25.5
2826,15326.0,ROU15326.0,9.61,9.84,9.73,9.73,9.46,9.47,8.74,9.27,8.44,47.5,26.5
2827,15327.0,ROU15327.0,36.98,36.56,27.82,20.33,6.92,8.84,24.4,19.31,7.77,47.5,27.5
2828,15328.0,ROU15328.0,81.35,73.33,66.54,59.56,41.33,46.4,61.45,57.65,45.47,47.5,28.5
2829,15682.0,ROU15682.0,51.69,15.38,15.31,15.34,18.6,45.84,87.65,88.94,36.74,46.5,22.5
2830,15683.0,ROU15683.0,18.61,17.1,16.83,16.83,16.57,16.6,25.53,26.12,15.54,46.5,23.5
2831,15684.0,ROU15684.0,6.31,7.54,7.45,7.45,7.35,6.79,7.26,7.26,6.45,46.5,24.5
2832,15685.0,ROU15685.0,27.55,27.9,27.76,27.76,27.62,29.91,45.12,45.22,27.97,46.5,25.5
2833,15686.0,ROU15686.0,13.72,10.94,10.65,10.65,10.12,17.47,35.1,38.11,12.9,46.5,26.5
2834,15687.0,ROU15687.0,11.32,8.96,8.89,8.89,8.83,16.27,50.26,48.81,13.0,46.5,27.5
2835,15688.0,ROU15688.0,55.37,52.37,48.68,43.47,25.32,33.37,50.46,47.85,30.55,46.5,28.5
2836,16040.0,ROU16040.0,24.74,9.67,8.98,9.52,11.21,24.35,27.43,28.21,21.74,45.5,20.5
2837,16041.0,ROU16041.0,42.94,11.8,10.98,11.67,16.65,46.53,49.09,49.91,43.74,45.5,21.5
2838,16042.0,ROU16042.0,80.89,12.62,9.95,12.47,34.98,83.93,83.4,84.87,79.18,45.5,22.5
2839,16043.0,ROU16043.0,44.1,12.22,11.86,11.86,17.22,47.29,60.96,61.53,43.28,45.5,23.5
2840,16044.0,ROU16044.0,13.72,14.76,14.51,14.51,14.28,15.52,33.03,31.19,14.24,45.5,24.5
2841,16045.0,ROU16045.0,16.46,14.66,14.35,14.35,13.9,19.99,32.15,31.56,17.66,45.5,25.5
2842,16046.0,ROU16046.0,10.1,8.54,8.56,8.56,8.53,13.61,39.7,37.88,12.23,45.5,26.5
2843,16047.0,ROU16047.0,11.09,7.9,7.78,7.78,7.66,16.44,32.76,32.35,14.49,45.5,27.5
2844,16048.0,ROU16048.0,56.72,40.86,39.69,38.18,33.15,45.9,50.42,49.6,42.99,45.5,28.5
2845,16049.0,ROU16049.0,44.83,37.25,34.72,32.05,23.15,31.54,32.39,32.33,27.66,45.5,29.5
2846,16401.0,ROU16401.0,50.38,17.58,12.65,16.76,29.86,52.87,59.27,58.9,50.56,44.5,21.5
2847,16402.0,ROU16402.0,59.58,39.21,41.46,43.44,50.26,57.37,56.47,56.48,55.73,44.5,22.5
2848,16403.0,ROU16403.0,47.54,10.25,10.04,10.05,13.9,46.04,46.86,46.88,44.14,44.5,23.5
2849,16404.0,ROU16404.0,42.56,8.05,7.82,7.92,22.23,40.35,45.54,45.4,38.48,44.5,24.5
2850,16405.0,ROU16405.0,49.11,11.74,7.35,11.65,21.79,48.74,54.43,54.25,44.08,44.5,25.5
2851,16406.0,ROU16406.0,36.67,13.68,12.45,13.54,17.25,36.05,38.12,38.06,33.46,44.5,26.5
2852,16407.0,ROU16407.0,32.39,17.95,17.26,17.9,20.43,31.15,32.71,32.56,30.23,44.5,27.5
2853,16408.0,ROU16408.0,32.76,16.53,16.52,16.64,18.23,34.0,40.17,39.78,33.37,44.5,28.5
2854,16762.0,ROU16762.0,86.96,68.8,57.82,61.14,74.94,84.94,84.85,84.87,84.26,43.5,22.5
2855,16763.0,ROU16763.0,42.76,25.72,22.93,26.84,29.11,39.89,40.62,40.59,39.38,43.5,23.5
2856,16764.0,ROU16764.0,44.35,26.84,26.55,27.82,29.77,41.6,41.32,41.32,40.91,43.5,24.5
2857,16765.0,ROU16765.0,48.28,26.95,25.85,27.6,29.98,45.1,44.75,44.75,44.51,43.5,25.5
2858,16766.0,ROU16766.0,71.08,37.54,31.64,36.53,45.47,68.44,68.57,68.59,65.92,43.5,26.5
2859,16767.0,ROU16767.0,58.2,36.42,32.92,36.28,41.5,55.08,54.38,54.37,52.98,43.5,27.5
2860,16768.0,ROU16768.0,31.68,19.68,19.51,19.59,20.2,29.05,29.38,29.38,28.6,43.5,28.5
2861,14968.0,MDA14968.0,84.46,73.17,54.81,39.8,25.42,29.46,45.91,39.23,29.03,48.5,28.5
2862,15329.0,MDA15329.0,65.95,58.25,54.84,50.59,39.09,45.57,50.46,50.46,45.36,47.5,29.5
2863,15689.0,MDA15689.0,48.7,39.84,37.2,34.31,26.09,31.57,34.14,34.2,30.15,46.5,29.5
2864,15690.0,MDA15690.0,45.47,35.49,32.74,29.58,22.22,26.66,29.38,29.5,25.76,46.5,30.5
2865,15175.0,USA15175.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,47.5,-124.5
2866,15176.0,USA15176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,-123.5
2867,15177.0,USA15177.0,0.0,95.84,71.8,53.53,53.33,39.12,38.7,34.85,34.15,47.5,-122.5
2868,15178.0,USA15178.0,0.0,100.0,84.7,28.18,22.92,27.75,52.41,17.96,25.54,47.5,-121.5
2869,15179.0,USA15179.0,57.96,72.54,68.71,63.72,48.73,64.39,64.29,61.39,61.35,47.5,-120.5
2870,15180.0,USA15180.0,62.46,15.81,15.88,14.97,13.52,13.93,13.92,14.85,14.87,47.5,-119.5
2871,15181.0,USA15181.0,42.46,31.78,31.64,27.69,22.25,27.41,28.63,27.3,27.1,47.5,-118.5
