,name,iso3,1850,1900,1910,1945,1980,2015,SSP1,SSP3,SSP5
35,Cote d'Ivoire,CIV,220169413963.25,252748400377.25,267230069729.5,387288090804.4375,564476576363.375,727395649056.0,770728428254.0,825544224680.0,819694160272.0
36,Croatia,HRV,1257631248130.5,1755647092812.0,1832699036896.0,1840235071456.0,1836857604832.0,1431870957644.0,1380850730356.0,1391048228916.0,1423565076020.0
37,Cuba,CUB,215793057432.0,340821005304.0,438746413382.0,483230346245.0,783033019224.0,787940135642.0,783001467089.0,776472013085.5,782788264794.0
38,Cyprus,CYP,183569837.1442871,243102952.9946289,563993875.1992188,593379104.6757812,596599543.6757812,260464692.3696289,268003248.4946289,267629165.4946289,256993991.4946289
39,Czech Republic,CZE,779846918144.0,1011595165696.0,1015209492480.0,1064335228928.0,1064115486720.0,1012238368768.0,948048158720.0,779794309120.0,1011998588928.0
40,Democratic Republic of the Congo,COD,12746678388.59375,16228258758.082031,18141414512.09375,35030436824.39844,91119993830.77344,120401630949.24368,142102096162.5771,307082660411.9219,306887753894.8594
41,Denmark,DNK,2207802328576.0,2515215479808.0,2515236970752.0,2518011064576.0,2518008172672.0,2196399251712.0,2196670353664.0,2185328354944.0,2110619351424.0
42,Djibouti,DJI,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
43,Dominican Republic,DOM,77995083903.0,79196648146.0,78980886354.0,195404748416.0,217937114304.0,331227537280.0,256374061184.0,323478248064.0,327677525888.0
44,Ecuador,ECU,422926022.3125,2168487749.84375,6649420386.083984,46908421626.41016,217503135784.75,227761414136.1875,227217786334.4375,518607488975.3733,276385281091.125
45,Egypt,EGY,4890118723136.719,6640998276618.125,6956914404454.5625,8034094380093.625,8450319547099.094,8918244444273.25,8068950062035.98,8081662971721.98,7381687098863.1875
46,El Salvador,SLV,4378004480.0,7840254976.0,7818843648.0,23856951296.0,25600104448.0,24239128576.0,22912770048.0,37953298432.0,23381143552.0
47,Equatorial Guinea,GNQ,-3.0,-3.0,-3.0,-3.0,32131989.2265625,70959898.75,129489074.75,883723668.0,889211236.0
48,Eritrea,ERI,497148814.0390625,939117691.453125,1099286557.625,1660257235.5,3599685171.875,7249186300.83012,8440192522.83012,12598778334.825233,12487004110.83012
49,Estonia,EST,19788012479.0,38535253285.25,39270405989.25,51384971002.5,51404941946.5,38574813349.25,38581481253.25,38580640037.25,38562946469.25
50,Ethiopia,ETH,111723873427.46437,177450973507.77972,194630025811.3623,340032722517.4531,731825249049.716,1333791235105.7856,1488244227225.6775,2223280314800.4727,2219949826667.131
51,Finland,FIN,459558676028.0,521168101368.0,521541596180.0,522706620948.0,522973452564.0,460650242249.0,457018894375.0,460576543807.0,456645104523.0
52,France,FRA,19808671795456.0,21496285888800.0,21493203599712.0,21491345544864.0,19807788719232.0,19748257370368.0,18355976947629.0,19131842433208.0,19727463696896.0
53,French Guiana,GUF,-2.0,-2.0,-2.0,3455815.3125,42288425.0,40491201.0,40020865.0,158014900.0,51324085.0
54,Gabon,GAB,1049198.5,4245863.0,5925046.75,237036715.375,2345258591.0,3968817003.3632812,3633476046.3632812,16569524222.0625,16528022426.75
55,Gambia,GMB,135389618196.0,166554206160.0,177988900832.0,309456000576.0,511724480000.0,683114898432.0,674338084864.0,725063013376.0,724093344768.0
56,Georgia,GEO,10354215831.0,49533551200.0,65222343504.0,67016108224.0,155159763136.0,66989011632.0,67000699968.0,72582725248.0,66983761312.0
57,Germany,DEU,9144586424384.0,10085617103360.0,10088879523072.0,10132930664064.0,9779225951872.0,9329812019328.0,9259019862144.0,9118353397824.0,9100916971648.0
58,Ghana,GHA,735214787677.5,835367200361.0,878711251033.0,1236749436885.0,1783608988792.0,2167025280000.0,2407200035072.0,2546943811328.0,2493893411584.0
59,Gibraltar,GIB,100321361920.0,100159053824.0,100151517184.0,100149952512.0,100337082368.0,85768609792.0,86257754112.0,85580800000.0,85647343616.0
60,Greece,GRC,1731048830993.0,1768141097832.0,1880570720944.0,2041070958373.0,2031747774173.0,1698789436103.0625,1650224843355.0625,1714895592449.0625,1696213674187.0625
61,Guatemala,GTM,22466634472.0,35266413888.0,35234695488.0,90947318528.0,118339207168.0,118631365632.0,118050068480.0,201164556288.0,116212847616.0
62,Guinea,GIN,245667958.21875,451864545.6875,537168404.875,2749812948.09375,17065698270.0,80178148952.0,79488131016.0,147475413376.0,119668310912.0
63,Guinea-Bissau,GNB,8349562.5,34047313.375,50954040.875,606240117.53125,6025780476.625,30886776944.0,29949503840.0,57205070656.0,56499628544.0
64,Guyana,GUY,25782659.75,218955002.0,638930185.0,2414055007.0,7461067557.967773,9255700869.967773,9094426773.967773,19275988658.44629,11985019293.02246
65,Haiti,HTI,5834013095.0,7032641207.0,7025082839.0,28561986464.0,34503704384.0,56677651072.0,45587056544.0,55707301952.0,56250960672.0
66,Honduras,HND,12929171590.5,22984225892.1875,22939006948.1875,75573493947.5,122448735054.0,119590498308.0,114427283790.0,228062440608.0,115457954456.0
67,Hungary,HUN,3546402238464.0,4410085789696.0,4424917581824.0,4442233466880.0,4445241413632.0,4316503965696.0,3689719087104.0,3696266186752.0,4285035094016.0
68,India,IND,91198158647706.12,96477029617873.38,97813468823211.75,112816494850393.38,124368688835382.3,126152876968957.16,120700082831571.67,134821797758887.94,136853167917258.7
69,Indonesia,IDN,2990054204134.8125,4216121447808.918,5063757852835.48,6783565809233.777,7217037404469.527,10503762764845.828,9282334009099.293,10769437972282.79,10369203277005.14
70,Iran (Islamic Republic of),IRN,2052120729624.6797,2717784914230.2656,2835144169328.625,3563475223542.8906,4535934317816.75,4871626335386.625,5278043616252.8125,5957610117248.125,4041749106505.875
71,Iraq,IRQ,276966512704.3672,364205597720.8906,382927233861.90625,499753404518.97656,586621402521.6172,686308205288.9844,750000556407.0938,803974011179.0938,564401086629.2422
72,Ireland,IRL,77543086977.46875,109678620689.40625,109677046721.40625,109676433185.40625,96674530542.21875,76791877404.21875,76802887116.9375,76790749188.71875,75287866175.90039
73,Isle of Man,IMN,994019392.0,1387704576.0,1387702784.0,1387702784.0,1387706112.0,980282880.0,980257280.0,980235904.0,976183872.0
74,Israel,ISR,48418254942.0,79739245582.4375,92544737791.4375,146544838715.0,200314080182.0,200228640854.0,313126221284.0,372282779448.0,180078625355.0
75,Italy,ITA,6797640017382.0,7149130513940.0,7241184706038.0,7259569613049.0,6812661664338.0,6645599582965.25,5451778475427.0,5984334001572.0,6618843425271.0
76,Jamaica,JAM,4759879736.0,7332147712.0,7332147712.0,21778469632.0,22715082624.0,35743523840.0,20074038336.0,34074968064.0,34868166144.0
77,Japan,JPN,1157382902433.5,1409755514055.625,1509973672652.375,2016934037512.3125,2090497998059.0625,1746443337611.0625,1574497946820.0,1546584803836.0,2047336287132.625
78,Jordan,JOR,16984559436.75,23167372416.4375,25139931897.4375,34604002753.5625,47044842674.1765,47023305906.1765,82913727921.8096,91497698737.8096,45629089810.0515
79,Kazakhstan,KAZ,605058570421.3865,979524050811.4443,1093141345157.5586,1689575557318.124,2071012704722.4043,1977432761641.3958,1910733289797.0247,1775852073050.4922,1998915676581.8958
80,Kenya,KEN,494887179588.0156,637346329497.5,672191678574.375,892754334283.375,1261403909191.4062,1648437972354.25,1719538146742.0,1814005580083.5,2089139374490.0
81,"Korea, Democratic People's Republic of",PRK,1195135184384.0,1074860054272.0,1057886140672.0,1325250886144.0,1325076932096.0,1193024299008.0,1073853266432.0,1322511399936.0,1214468725248.0
82,"Korea, Republic of",KOR,1268186405824.0,1095658865024.0,1095877688192.0,1404057980160.0,1443358993632.0,1295569015648.0,1101851544032.0,1360255862944.0,1301688654944.0
83,Kuwait,KWT,85584360.0,161188096.0,161010432.0,234653344.0,368684864.0,368684864.0,372328960.0,582379520.0,368684864.0
84,Kyrgyzstan,KGZ,182908201128.28125,285145689258.875,316094894537.25,446659393422.125,516544751228.5,517482299965.0,483519326833.5,482229244638.0,517473259717.0
85,Lao People's Democratic Republic,LAO,116167189911.0,320373091678.0,409477457542.3203,684218977311.4844,1141048191005.0,1437885947760.0,1415986036200.0,1426046307616.0,1460345324976.0
86,Latvia,LVA,43853943248.0,123932881968.0,145414484656.0,194710222592.0,234175408128.0,153814047584.0,153897050592.0,153864825184.0,164219669568.0
87,Lebanon,LBN,109451185388.0,158888028736.0,176433809152.0,264324969216.0,319702886912.0,426362447872.0,448036775936.0,516932634624.0,279390771712.0
88,Lesotho,LSO,993018226.0,26577241759.0,41118393583.0,105371567510.0,140656022736.0,142320673664.0,141950901376.0,406682612224.0,192223340800.0
89,Liberia,LBR,6824111671.8125,8853392450.25,9844786870.375,20499279971.0,53768799584.0,94200390400.0,139596136064.0,165404593152.0,164934205184.0
90,Libyan Arab Jamahiriya,LBY,161427655978.0,221338195480.0,233256691798.0,282365448014.8125,333356856165.8125,362499377965.0,443849505191.0,400571355390.5,296472201358.0625
91,Lithuania,LTU,682798857216.0,1155496979456.0,1262568720384.0,1548256075776.0,1697225052160.0,1288034232320.0,1288837520384.0,1211726231552.0,1326857910272.0
92,Madagascar,MDG,5451247165.55957,8526209928.71875,9311232290.5,13906770395.822266,26909137697.5,35714367032.0,201612912891.75,232904023080.78125,232225755690.3125
93,Malawi,MWI,58241186413.0,72257231291.125,76860353519.5,137251055082.0,227465388560.0,327617229184.0,371477129472.0,489033679616.0,489484229376.0
94,Malaysia,MYS,7949246580.625,24605477774.78125,25988902557.625,82069792269.30469,127349806022.5625,231913933228.53906,305417567436.75,383768940013.5,432968750894.0
95,Mali,MLI,202236808529.0,231190347675.29492,241334030586.91992,360536854422.5,585673113291.8984,856580493685.8125,853532414789.8125,1084906302976.5156,1058250463958.5781
96,Malta,MLT,3856171264.0,3852465664.0,3851524608.0,3850680832.0,3855708672.0,3049281024.0,3059716608.0,3042369792.0,3044154112.0
97,Mauritania,MRT,7759346306.5625,8969153982.4375,9603801756.375,15026690959.84375,31547841823.934204,51663031418.328125,51336155236.66406,81411351779.96875,81356365919.04688
98,Mexico,MEX,2172821513830.1206,3827375242022.6484,4171280893628.875,4901651571314.232,6259191774067.709,6123272979684.164,5887659871249.235,5970979504958.04,5749414567296.579
99,Mongolia,MNG,195610265.4858551,276340488.339241,276457484.5771103,430405193.87319374,430405193.87319374,614398745.0817425,430405193.87319374,276457484.5771103,2187008887.730835
100,Montenegro,MNE,15501659200.0,47263751424.0,73948381184.0,82307726336.0,82550409216.0,22203908224.0,22396444416.0,22377032736.0,22155923328.0
101,Morocco,MAR,516323266342.5,759864478444.0,817290754850.0,1082629692138.0,1581280486906.125,2049962799964.0,2758086928064.0,2431507250848.0,1228821434960.5
102,Mozambique,MOZ,76854510176.96875,100286757752.22656,108933923082.07422,215389130838.54688,415014008695.97656,576074018063.3516,656514510538.5391,1110632099853.3125,1078403510279.0312
103,Namibia,NAM,-30.0,29825.00390625,66079.5625,2107904.6206054688,35204209.0881958,101598290.59588623,94967538.61981201,899525112.1101456,859463983.9302235
104,Nepal,NPL,7137221855.0,8362651736.0,9324284968.0,23881688704.0,49819286528.0,52641811456.0,51210003456.0,91842249728.0,91423856128.0
105,Netherlands,NLD,361349503488.0,385715272704.0,385675111424.0,385633870848.0,375860406784.0,360873177600.0,361028938240.0,360846674944.0,343527343616.0
106,New Zealand,NZL,-35.0,-35.0,-35.0,3061013783.0625,14237301650.804688,27877164333.997955,27608667637.966705,28223946373.341705,24377995769.747955
107,Nicaragua,NIC,11540634557.742188,19855330636.28125,19843485132.28125,78792761612.8125,219248751954.0,217291117602.0,216797360010.0,275274601298.0,215923408914.0
108,Niger,NER,26496140418.0,29608627079.5,30831503466.0,49547936470.5,172356024208.6875,551626064393.7812,550994626249.7812,1069661298252.2188,1069768393879.5312
109,Nigeria,NGA,2612653597292.0,2980206450771.125,3118613152049.0,4708060088690.375,7731460892112.0,11969345467584.0,13333904002048.0,16390491334144.0,16306194459648.0
110,Norway,NOR,96119471635.36151,102825685846.06934,102781051384.06934,102762386450.06934,102869858665.06934,95861116925.86151,95270815898.86151,95851817419.36151,91369388831.11151
111,Oman,OMN,4190824603.0625,9385633775.71875,9385631551.71875,15784667291.5625,28716802145.0,28344460273.125,25819241571.125,43536773011.0,20984634608.8125
112,Pakistan,PAK,5487822536362.6875,5832847078548.0625,6045155582868.727,7286659873501.328,8172265323646.25,8172713623127.125,7953926740083.758,8380585118627.625,8333620168083.234
113,Panama,PAN,14854262464.0,22314011684.0,22279190564.0,51673873196.67578,74470683968.25781,73917118652.25781,73769797562.25781,73439711154.25781,73676664554.25781
114,Papua New Guinea,PNG,3490572468.2109375,7461682362.693359,10884973999.757812,14799940479.351562,16304986589.304688,41899112962.07031,33464926794.429688,41870556815.88281,41840745387.88281
115,Paraguay,PRY,433000501.8833008,4003781259.7890625,17869985743.9375,119479509734.14264,112174692937.64264,274900823728.12476,282254956377.12427,310305574998.2578,311326073280.2578
116,Peru,PER,107899540.58203125,565692056.3125,1809680346.9375,11913900736.808594,67319910088.71637,97692162197.13824,96868057667.20782,307080338949.9136,145620445201.2
117,Philippines,PHL,76420456897.0,216047162429.75,281440104902.0,501635330344.75,1077977697729.5,1631819564682.75,2163654640411.0,2415507168336.0,3210766545759.0
118,Poland,POL,5005321277440.0,6598456123392.0,6753893433344.0,7353830141952.0,7420180848640.0,6831791624192.0,6794628067328.0,5425538557952.0,6830323154944.0
119,Portugal,PRT,883847833088.0,890382808064.0,977596171264.0,1088212059136.0,883899675648.0,517667489536.0,472272171136.0,467377480576.0,525683546112.0
120,Puerto Rico,PRI,195028880.5,387578468.0,386517156.0,2988367680.0,3102708480.0,3398831744.0,1161802488.0,2484847488.0,2958815488.0
121,Republic of Moldova,MDA,331975200768.0,560942333952.0,623845154816.0,682793869312.0,758592929792.0,715300691968.0,671087542272.0,670609031168.0,718171021312.0
122,Romania,ROU,5088043972608.0,6883983532032.0,7066706851840.0,7209754984448.0,7388383396864.0,6365398086656.0,6079514099712.0,6077283469312.0,6368525852672.0
123,Russia,RUS,12760876186847.855,20130014495589.55,22914338901859.496,26523150602709.543,28510979845683.21,24986329749149.89,25135553384267.445,23101852774741.277,24927395527996.83
124,Rwanda,RWA,156756525056.0,235455086592.0,254755151872.0,363304009728.0,617742761984.0,787900694528.0,771873931264.0,807597342720.0,799797248000.0
125,Saudi Arabia,SAU,110701899456.0625,158500940512.0,158946061604.0,213178108936.1875,314291969955.625,312572872088.125,310283068176.375,453955958537.0,279966038300.375
126,Senegal,SEN,211305354366.0,236131342718.0,244882426622.0,333984951550.0,475936045670.0,552679540128.0,547123305888.0,606611713536.0,605774149120.0
127,Serbia,SRB,222746730496.0,350547320832.0,408803688448.0,424456503296.0,425369550848.0,255750356992.0,256552435712.0,256485605376.0,255381585920.0
128,Sierra Leone,SLE,236798252.25,378574621.0,448864215.0,2511563775.0,12786902312.0,40375004672.0,40401882880.0,44628600320.0,44617751040.0
129,Slovakia,SVK,322985107456.0,478469619712.0,492078735360.0,512683372544.0,512786137088.0,486308204544.0,334984339456.0,333252538368.0,486233714688.0
130,Solomon Islands,SLB,-1.0,240494.703125,7805843.0,7805843.0,7843843.5,15296404.0,11727634.0,15143072.0,15119590.0
131,Somalia,SOM,4234415876.5,6099130319.0,6570345465.0,9930899571.90625,17639908946.354492,29284833110.276855,29990356226.453125,31264786189.697266,37361156835.08789
132,South Africa,ZAF,146331880798.79297,448007841109.3197,548663556467.75757,983623574790.1565,1159713830033.4695,1022828928761.2001,1021782382644.579,2566057573710.216,1280309488645.3406
133,Spain,ESP,7073231413647.0,7180184644311.5,7381055810827.5,7518376529550.0,7073701666528.0,6391116895446.5,5994028155508.9375,5985716272268.344,6412459424273.5
134,Sri Lanka,LKA,66783868671.0,83196919679.0,111094143743.0,203802692444.0,234459186172.0,414476059648.0,395559058432.0,421400347904.0,506286140928.0
135,Sudan,SDN,281816943662.9453,359554052468.8496,377620633100.64453,506786059874.2031,776279693544.3672,1138455205962.9502,1302082818912.4941,1545319468171.9126,1545351087950.9248
136,Suriname,SUR,-6.0,-6.0,57746.08984375,25278369.0,335239935.0,351921768.25,342260515.625,2155136460.6171875,583452182.625
137,Swaziland,SWZ,63317253.0,495875480.0,1091361728.0,13155236928.0,22826760192.0,21309191168.0,21164662272.0,131464892416.0,37722470400.0
138,Sweden,SWE,863289219961.1875,945100040971.0781,945052913675.0781,945037790731.0781,945335559947.0781,858679335713.1875,858673619425.1875,858632253473.1875,837902811823.1875
139,Syrian Arab Republic,SYR,1347904714880.0,1517796932608.0,1550393081856.0,1882891813376.0,2039257445376.0,2280003846144.0,2171858407424.0,2253850768384.0,1898697437696.0
140,Taiwan,TWN,259403761152.0,275389128192.0,274983107200.0,306296649728.0,297784181760.0,330743095296.0,297755435264.0,267055678592.0,366217273344.0
141,Tajikistan,TJK,43930417996.0,73304275264.0,83664556288.0,121568251136.0,144013614592.0,144013581312.0,133124568064.0,133124674560.0,144010639872.0
142,Thailand,THA,1418609016618.0,2802700842106.0,3310863143080.625,4604181074557.0,6248880189321.0,7012751790128.0,6951047732362.0,7007696869440.0,7057592515240.0
143,The former Yugoslav Republic of Macedonia,MKD,71894515712.0,82594355200.0,123740112896.0,127299414016.0,128055997440.0,83884386304.0,84148644864.0,84121854976.0,83763628032.0
144,Timor-Leste,TLS,2133580800.0,3031510272.0,3030250240.0,7204826624.0,7744665600.0,13574179840.0,12042820608.0,13561212928.0,13628420096.0
145,Trinidad and Tobago,TTO,974392702.0,1528249598.0,1528249598.0,4117418907.5,5404346417.375,5106834937.125,4582958622.625,4689319966.625,4689319966.625
146,Tunisia,TUN,396381791079.0,495629151848.5,525350365141.0,591137371955.0,660266057864.0,688860165128.0,720365743790.0,698299218700.0,641751765300.0
147,Turkey,TUR,6795506490007.0,7105958591265.0,7102847148577.0,9164472139875.0,11070530400997.0,9660888258732.0,9013160386786.0,10898899269485.0,9498303915764.0
148,Turkmenistan,TKM,292138474040.0,429747519053.09375,468933722768.9375,613623864520.25,680136711842.0,680136439906.0,649879719581.0,649880005085.0,680109158882.0
149,Uganda,UGA,401110852926.0,577149960857.125,624406491322.375,955442644996.0,1494887531264.0,1942377803264.0,1972784143872.0,2174291714048.0,2513491635200.0
150,Ukraine,UKR,4008452863040.0,7031527120896.0,8192666780672.0,9019515049984.0,9801022517760.0,9112253809664.0,8784587829248.0,8593220149248.0,9168827058176.0
151,United Arab Emirates,ARE,2807869438.0,4713348094.0,4713348094.0,6925878303.0,11589211568.0,11583229296.0,9035780784.0,15298202816.0,7519862751.0
152,United Kingdom,GBR,5659229656752.648,6204428573089.242,6204112078761.242,6203905138804.492,5971849744688.742,5643779740852.117,5646476714015.867,5643232505269.867,5469770415978.867
153,United Republic of Tanzania,TZA,302692289344.1875,367318267064.2031,385059541391.71875,521945924957.53125,754858899443.625,1110896938463.1719,1113701944963.1719,1437169628342.6875,1424717169390.6875
154,United States,USA,43843786495592.484,97108948072824.48,102177543703518.78,105240223384297.66,106110641600606.19,97262187132889.77,94812459450590.4,102579106010739.27,95557799169599.0
155,Uruguay,URY,191842971.6875,1020763377.90625,3122297618.0,19109439301.0625,19794233706.5625,64875783874.5,65038942662.5,70637235583.0,66901718293.0
156,Uzbekistan,UZB,157664407294.0,250702678014.0,279696660478.0,382047665585.0,432549076629.0,432549039765.0,409443347810.375,409358269794.375,432547862165.0
157,Venezuela,VEN,2829080885.1289062,8548287105.4739,19382886169.265625,70849281717.93091,178787728560.76562,188596219258.39062,189130428220.32812,392848540671.34375,231067774134.42188
158,Viet Nam,VNM,292059265244.25,670281549101.0,830949179645.0,1300314098629.75,2156282049761.5,2681257441544.0,2563751507716.0,2608170585856.0,2667929941000.0
159,Yemen,YEM,82344909405.6875,105328153776.5,105323530632.5,129597784305.0,172590946678.625,172476434221.375,170011357998.65625,239384554804.25,149500873444.0
160,Zambia,ZMB,182063375.828125,326646834.75,404615173.234375,1513151740.5859375,6590383083.043945,20617888328.885742,26757920636.385742,125313245144.5,125557707959.5
161,Zimbabwe,ZWE,6565361890.4375,9848124168.875,11108633565.132812,25643174103.489258,63873032561.125,99949099747.75,99185263248.75,247395234212.0,217399779768.0
162,World,WRD,3.80628e+14,4.90065e+14,5.1527e+14,5.93474e+14,6.48656e+14,6.69841e+14,6.48544e+14,6.81006e+14,7.02052e+14
