,name,iso3,1850,1900,1910,1945,1980,2015,SSP1,SSP3,SSP5
0,Afghanistan,AFG,12.811645569620255,12.592151898734176,15.182911392405064,22.44,18.73873417721519,17.776708860759495,19.80860759493671,11.08,15.3446835443038
1,Albania,ALB,33.088,17.979999999999997,16.952,19.212,25.54,34.434,37.436,37.102,32.61800000000001
2,Algeria,DZA,40.131818181818176,21.303333333333335,19.421818181818185,18.569393939393937,9.104242424242424,8.747878787878788,1.0624242424242425,1.53969696969697,7.807575757575757
3,Angola,AGO,2.5,4.166666666666667,5.0,10.7425,13.193416666666668,27.445416666666663,29.28516666666667,8.435833333333333,26.478583333333344
4,Argentina,ARG,51.22822222222222,48.20462222222223,44.57875555555559,34.35391111111111,25.894400000000008,23.136488888888916,26.894711111111125,20.77964444444445,21.756088888888897
5,Armenia,ARM,12.030000000000001,7.6075,7.152499999999999,7.4175,8.25,6.595,7.26,6.44375,6.455
6,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Australia,AUS,2.650176056338028,7.664260563380283,4.200316901408451,2.677218309859155,5.783345070422533,6.321795774647889,7.545563380281688,7.991232394366199,6.799542253521128
8,Austria,AUT,17.928461538461537,12.229999999999999,11.82230769230769,11.530000000000001,14.360000000000001,23.066153846153842,33.778461538461535,25.689999999999998,18.95076923076923
9,Azerbaijan,AZE,1.0483333333333333,9.023333333333333,3.7616666666666667,3.6916666666666664,8.663333333333334,12.780000000000001,15.688333333333333,15.771666666666668,11.055
10,Bahrain,BHR,0.0,100.0,100.0,100.0,79.23,11.4,0.0,0.0,0.0
11,Bangladesh,BGD,5.514285714285714,10.924285714285714,12.498571428571429,11.172857142857143,6.651428571428572,3.3528571428571428,4.595714285714286,3.38,5.367142857142857
12,Belarus,BLR,60.4417391304348,40.39739130434783,37.05826086956522,35.482608695652175,27.30652173913044,30.279130434782612,36.25826086956521,34.97869565217391,29.56913043478261
13,Belgium,BEL,17.75,14.91,14.495000000000001,13.265,15.600000000000001,11.575,15.335,13.085,13.275
14,Belize,BLZ,93.44,92.38999999999999,91.61,82.26500000000001,63.595,52.737500000000004,68.6425,49.00749999999999,59.677499999999995
15,Benin,BEN,16.10125,14.969999999999999,15.19125,6.7925,5.6537500000000005,2.3425,2.4175,2.3100000000000005,2.2925
16,Bolivia,BOL,16.66402777777778,27.32375,33.950833333333335,55.68569444444445,48.877361111111114,35.73791666666666,46.19347222222223,36.97319444444445,36.98902777777776
17,Bosnia and Herzegovina,BIH,64.0,6.59,3.48,5.25,15.05,71.81,77.79,77.36,66.74
18,Botswana,BWA,0.0,0.0,0.0,3.125,27.131875,37.1090625,38.5840625,39.431562500000005,57.610625
19,Brazil,BRA,21.348971830985917,26.425338028168994,26.639492957746477,42.95178873239434,40.132098591549294,38.64097183098593,39.68288732394364,33.88976056338029,39.28957746478874
20,Brunei Darussalam,BRN,0.0,0.0,0.0,33.333333333333336,99.99666666666667,96.00999999999999,95.86,95.42333333333333,91.98333333333333
21,Bulgaria,BGR,74.07000000000001,59.098571428571425,49.66142857142857,46.70857142857143,44.70571428571429,60.05285714285715,62.32571428571429,57.80857142857143,58.80142857142858
22,Burkina Faso,BFA,0.9755555555555555,0.7866666666666666,0.7377777777777776,0.6844444444444444,0.8322222222222222,0.98,0.9866666666666666,1.06,1.0200000000000002
23,Burma,MMR,38.69290322580645,38.927741935483866,42.47967741935483,55.643387096774205,54.31774193548387,43.89838709677421,44.127903225806456,41.37709677419356,44.87451612903225
24,Burundi,BDI,47.097142857142856,56.50142857142857,55.16714285714285,46.31857142857143,29.59,17.524285714285714,17.681428571428572,5.255714285714285,12.991428571428571
25,Cambodia,KHM,40.471363636363634,40.02045454545455,39.67272727272727,46.51136363636363,44.82727272727272,34.51136363636364,35.68454545454545,34.607727272727274,37.42636363636364
26,Cameroon,CMR,21.51826923076923,25.20423076923077,28.611730769230768,36.26557692307693,46.26499999999999,39.993461538461546,50.38999999999999,9.75634615384615,23.951153846153847
27,Canada,CAN,13.868805970149252,18.530746268656717,21.48692537313433,22.676298507462693,22.352179104477617,23.876447761194022,26.2066567164179,22.841850746268662,23.257611940298496
28,Central African Republic,CAF,1.6409999999999996,1.1715,1.1755,5.252,8.736250000000002,16.5565,20.714999999999996,9.3285,14.49975
29,Chad,TCD,30.291627906976743,28.333255813953492,27.904418604651156,34.46627906976744,43.20418604651163,38.319767441860456,40.65046511627907,16.02488372093023,18.201860465116273
30,Chile,CHL,7.899134615384615,15.718557692307693,22.500576923076927,29.64461538461538,24.24192307692308,26.964999999999982,28.228173076923085,23.937115384615392,25.229519230769224
31,China,CHN,25.744829329962062,27.469898862199724,25.99017699115044,26.93599241466497,17.592932996207335,15.042149178255382,17.92854614412136,16.37860935524651,16.336447534766133
32,Colombia,COL,15.190105263157895,15.827263157894738,21.74642105263158,23.614421052631577,25.829473684210534,21.054105263157894,25.057368421052633,23.465894736842113,22.524105263157896
33,Congo,COG,0.0,8.333333333333334,8.333333333333334,29.166666666666668,78.45416666666667,76.50999999999999,77.32958333333333,49.74791666666666,60.178333333333335
34,Costa Rica,CRI,90.07909090909091,89.54454545454546,89.27181818181818,92.99454545454545,74.39454545454545,65.85272727272728,80.88727272727273,68.03090909090909,66.31
35,Cote d'Ivoire,CIV,31.57428571428572,33.981142857142856,36.63485714285714,37.722571428571435,30.90514285714286,27.156000000000006,26.550571428571434,18.99114285714285,21.417428571428573
